Num_Acc;lum;departement;commune;agglomeration;intersection;meteo;type_collision;lat;long;date
;4;93;93005;2;6;1.0;3.0;48,9561935351;2,4813003340;
;1;92;92064;2;1;1.0;6.0;48,8467062223;2,2057290003;
;1;11;11069;2;9;1.0;6.0;43,2038200000;2,3297200000;
;5;92;92048;2;3;2.0;6.0;48,8062573268;2,2383636385;
;1;92;92036;2;1;1.0;3.0;48,9362948024;2,2600155026;
;3;35;35328;1;1;1.0;6.0;47,7682190000; -2,1053410000;
;1;10;10387;2;3;1.0;2.0;48,3067947818;4,0482748300;
;3;95;95028;1;1;1.0;6.0;49,0619983625;2,3383015394;
;3;54;54513;1;2;2.0;1.0;48,4569359869;6,1278444537;
;1;10;10387;2;1;1.0;3.0;48,2924000000;4,0736000000;
;1;71;71389;2;1;5.0;6.0;46,5682330000;3,7472250000;
;1;06;06034;1;1;1.0;7.0;43,7727590000;7,2144660000;
;1;26;26333;2;1;1.0;6.0;45,1754120000;4,8210780000;
;2;06;06069;2;1;1.0;7.0;43,6558490000;6,9221830000;
;1;51;51535;1;6;1.0;1.0;48,7055591001;3,7367765498;
;5;32;32213;2;1;5.0;6.0;43,4743570000;0,9180880000;
;1;04;04112;2;1;1.0;6.0;43,8352100000;5,7910340000;
;1;63;63250;1;1;1.0;1.0;45,5963690000;3,1558870000;
;5;44;44072;2;1;1.0;6.0;47,4433000000; -2,3265510000;
;1;29;29264;1;1;1.0;7.0;48,4897190000; -4,1562870000;
;1;38;38357;1;1;8.0;1.0;45,5353480000;5,5397000000;
;5;38;38001;2;6;1.0;3.0;45,5373250000;5,5854960000;
;5;75;75113;2;2;1.0;3.0;48,8373300000;2,3737860000;
;3;03;03033;1;1;5.0;1.0;46,1738310000;3,5121920000;
;1;01;01348;2;1;1.0;6.0;46,1779100000;4,8163060000;
;1;01;01363;2;1;1.0;6.0;46,0296070000;5,3869890000;
;1;75;75105;2;3;1.0;6.0;48,8455880000;2,3426810000;
;2;01;01151;2;3;4.0;2.0;46,0723230000;5,3242550000;
;2;70;70542;1;1;5.0;1.0;47,3512960000;5,6858860000;
;1;14;14091;1;1;1.0;1.0;49,2567070000;0,0723120000;
;5;60;60513;2;2;8.0;1.0;49,2045720000;2,3679490000;
;1;75;75120;2;1;8.0;6.0;48,8571830000;2,3973300000;
;3;36;36066;1;1;8.0;6.0;46,6662840000;1,1220650000;
;1;53;53147;2;6;1.0;6.0;48,3084430000; -0,6231150000;
;5;85;85146;2;6;5.0;3.0;46,9821960000; -1,3054820000;
;1;75;75120;2;4;7.0;3.0;48,8650770000;2,4116330000;
;2;28;28331;1;1;5.0;3.0;48,3800270000;0,9544800000;
;1;75;75117;2;3;1.0;6.0;48,8854700000;2,3080040000;
;1;30;30133;1;1;1.0;6.0;43,5550490000;4,1464810000;
;1;95;95295;2;1;1.0;6.0;49,1071510000;1,8485140000;
;5;75;75116;2;1;1.0;3.0;48,8687780000;2,2540010000;
;3;91;91207;1;1;1.0;4.0;48,5836620000;2,2340230000;
;1;75;75115;2;4;1.0;3.0;48,8445830000;2,3115880000;
;1;2B;2B042;2;1;1.0;2.0;42,5641910000;9,4410540000;
;1;75;75114;2;2;1.0;3.0;48,8232330000;2,3255970000;
;3;84;84063;1;1;6.0;1.0;44,2848150000;4,6949740000;
;1;83;83047;1;1;1.0;5.0;43,1428750000;6,0618190000;
;1;75;75114;2;2;1.0;3.0;48,8228020000;2,3266080000;
;1;83;83016;1;1;1.0;2.0;43,1792091723;5,8250659704;
;1;75;75112;2;1;1.0;6.0;48,8419150000;2,3982180000;
;3;83;83104;1;1;1.0;5.0;43,6277775702;5,7654476166;
;3;04;04245;1;1;1.0;6.0;43,8550480000;5,8289230000;
;1;13;13085;1;1;1.0;6.0;43,2496730000;5,6146570000;
;1;75;75112;2;3;1.0;6.0;48,8478030000;2,3991000000;
;3;13;13100;1;1;9.0;7.0;43,7828920000;4,8125050000;
;1;75;75109;2;2;1.0;6.0;48,8836030000;2,3494750000;
;3;26;26002;1;1;1.0;6.0;45,2362730000;4,8469890000;
;1;67;67348;2;3;1.0;3.0;48,4614586629;7,4983406067;
;1;75;75102;2;3;1.0;3.0;48,8696830000;2,3526540000;
;3;65;65168;1;1;1.0;7.0;42,8853743449; -0,0159517676;
;1;17;17077;1;1;1.0;7.0;45,1196590000; -0,1828190000;
;5;94;94044;2;6;1.0;6.0;48,7558200000;2,4839510000;
;3;64;64496;1;3;1.0;3.0;43,4637830000; -1,4284050000;
;5;56;56263;1;1;5.0;6.0;47,7030390000; -2,9289940000;
;1;94;94068;2;1;1.0;6.0;48,8019300000;2,4929500000;
;1;29;29224;1;1;1.0;6.0;48,0406030000; -4,3293300000;
;1;60;60022;1;1;1.0;2.0;49,2373980000;2,5283250000;
;2;60;60259;1;2;1.0;3.0;49,1996166392;2,2818128765;
;2;94;94042;2;1;1.0;2.0;48,8200300000;2,4816500000;
;3;59;59571;1;1;1.0;6.0;50,1979120000;3,5010340000;
;1;13;13028;1;1;1.0;6.0;43,2061800000;5,5893900000;
;3;13;13214;1;1;1.0;2.0;43,3306100000;5,3780700000;
;2;13;13211;1;1;1.0;2.0;43,2890000000;5,4980000000;
;5;69;69382;1;1;1.0;6.0;45,7465400000;4,8290500000;
;1;59;59378;1;1;5.0;2.0;50,7058532311;3,1211042404;
;1;91;91340;1;1;1.0;7.0;48,6105100000;2,4331000000;
;1;93;93005;1;1;1.0;3.0;48,9256200000;2,4815200000;
;3;93;93064;1;1;1.0;5.0;48,8815500000;2,4755600000;
;5;94;94028;2;1;1.0;3.0;48,7750200000;2,4390700000;
;2;95;95582;1;1;1.0;4.0;48,9822900000;2,2409600000;
;3;93;93005;1;1;1.0;3.0;48,9657200000;2,4747500000;
;5;93;93078;2;9;1.0;6.0;48,9605447868;2,5527188315;
;3;95;95582;1;1;1.0;3.0;48,9676098520;2,2529938817;
;3;95;95018;1;1;1.0;6.0;48,9499385382;2,2801458836;
;1;93;93059;2;1;1.0;6.0;48,9687971673;2,3654748000;
;5;93;93007;1;1;1.0;3.0;48,9492060000;2,4469090000;
;3;93;93010;1;1;1.0;2.0;48,9091500000;2,4739600000;
;2;77;77337;1;1;1.0;2.0;48,8298870000;2,6213010000;
;1;93;93070;2;1;1.0;3.0;48,9083796187;2,3442242156;
;3;77;77121;1;1;1.0;6.0;48,8336905036;2,6656585023;
;1;974;97409;2;1;1.0;6.0; -20,9628300000;55,6584800000;
;1;93;93070;2;1;1.0;2.0;48,9073100000;2,3382600000;
;1;973;97302;2;1;1.0;7.0;4,9301279010; -52,3088800907;
;1;69;69259;2;1;8.0;3.0;45,7112400000;4,8897500000;
;2;972;97213;2;9;1.0;6.0;14,6159000000; -60,9909000000;
;1;93;93062;2;2;1.0;1.0;48,9013500000;2,5124200000;
;5;972;97209;1;9;1.0;6.0;14,6283700000; -61,0582600000;
;5;972;97209;1;1;1.0;3.0;14,6466700000; -61,0528800000;
;1;93;93029;2;1;1.0;2.0;48,9190074449;2,4193993689;
;5;2B;2B033;1;1;1.0;2.0;42,6728570000;9,4437180000;
;5;971;97101;1;1;1.0;6.0;16,2514289306; -61,5269994736;
;5;971;97113;1;9;1.0;3.0;16,2189800000; -61,5032300000;
;5;93;93007;2;1;2.0;6.0;48,9274647008;2,4634439738;
;1;91;91103;2;1;1.0;6.0;48,6060900000;2,3004800000;
;1;91;91692;2;1;8.0;6.0;48,6837700000;2,1710700000;
;5;92;92063;2;1;1.0;6.0;48,8725100000;2,1692000000;
;1;87;87085;2;2;1.0;3.0;45,8260500000;1,2679000000;
;5;83;83062;2;1;1.0;3.0;43,1066130644;5,9938117862;
;1;83;83137;2;1;1.0;6.0;43,1294000000;5,9208900000;
;1;83;83137;1;3;1.0;3.0;43,1625117434;5,9495615959;
;1;92;92051;2;7;1.0;6.0;48,8805800000;2,2762700000;
;1;83;83137;2;2;1.0;3.0;43,1203395448;5,9472758174;
;1;80;80256;2;1;1.0;2.0;49,9157143711;2,2286224435;
;1;92;92040;2;3;1.0;1.0;48,8276701150;2,2757529616;
;2;78;78551;1;1;1.0;2.0;48,9616000000;2,0902300000;
;5;77;77294;2;1;1.0;6.0;48,9777800000;2,6265300000;
;3;77;77083;2;1;1.0;6.0;48,8428300000;2,5875200000;
;2;77;77180;1;1;5.0;6.0;48,7168400000;2,6456500000;
;1;76;76681;2;4;1.0;1.0;49,4035000000;1,1005000000;
;1;92;92024;2;1;1.0;3.0;48,9065927937;2,3129541278;
;1;74;74010;2;1;1.0;6.0;45,9054700000;6,1255900000;
;1;67;67482;2;8;1.0;6.0;48,5915900000;7,7201800000;
;1;66;66136;2;3;1.0;3.0;42,6929500000;2,8663600000;
;5;64;64445;2;2;1.0;3.0;43,3113300000; -0,3563900000;
;1;59;59650;1;1;8.0;6.0;50,6963108416;3,2295684814;
;5;92;92024;2;2;1.0;7.0;48,8978640000;2,3080510000;
;1;59;59163;2;1;1.0;3.0;50,6746053697;3,1532742976;
;1;59;59286;2;1;1.0;5.0;50,6113890000;2,9778860000;
;1;57;57757;2;1;1.0;1.0;49,3500000000;6,1740000000;
;5;51;51172;2;6;1.0;2.0;49,2166227247;4,0507568869;
;5;47;47001;2;3;5.0;6.0;44,2027700000;0,6262700000;
;2;47;47201;2;3;1.0;6.0;44,2008000000;0,6021200000;
;1;46;46191;2;2;1.0;3.0;44,4970620000;1,3855120000;
;3;10;10125;1;1;1.0;1.0;48,3291110000;3,8328020000;
;1;45;45284;2;1;8.0;6.0;47,9127200000;1,9723500000;
;2;45;45232;2;2;2.0;6.0;47,8683430000;1,9122060000;
;1;44;44109;2;1;1.0;2.0;47,2185040000; -1,5393200000;
;1;42;42218;1;1;2.0;3.0;45,4165269781;4,4008780992;
;2;10;10003;2;1;1.0;1.0;48,2212560000;3,7269670000;
;1;42;42218;1;1;1.0;6.0;45,4388800000;4,4033500000;
;1;42;42187;2;2;1.0;3.0;46,0475000000;4,0742000000;
;1;42;42095;2;1;7.0;6.0;45,3900800000;4,2870100000;
;1;10;10363;1;1;1.0;3.0;48,1839430000;4,1652350000;
;3;37;37122;1;1;1.0;6.0;47,3396815180;0,6670761108;
;5;35;35051;2;6;1.0;3.0;48,1080400000; -1,6162000000;
;2;34;34172;2;2;1.0;6.0;43,6270581542;3,8176304019;
;1;33;33063;2;3;1.0;2.0;44,8434920000; -0,5788800000;
;1;29;29204;1;1;1.0;4.0;48,5016046347; -4,1719442513;
;3;38;38006;1;1;1.0;5.0;45,4070380000;6,0862330000;
;1;30;30007;2;3;1.0;6.0;44,1214700000;4,0895400000;
;1;02;02224;1;1;1.0;6.0;49,3502090000;3,5765490000;
;2;14;14061;2;2;1.0;3.0;48,8938003566; -0,8910903834;
;1;58;58221;1;8;1.0;7.0;46,8367980000;3,8176630000;
;5;29;29151;2;3;1.0;1.0;48,5936000000; -3,8148100000;
;1;06;06130;1;1;1.0;1.0;43,7056020000;6,8422550000;
;3;25;25204;1;1;1.0;2.0;46,9269700000;6,3352300000;
;1;14;14403;1;1;1.0;1.0;49,1439444400;0,3448094202;
;3;17;17333;2;1;8.0;7.0;45,5912400000; -0,9807930000;
;1;83;83019;2;4;1.0;3.0;43,1346609816;6,3511329889;
;1;50;50258;1;1;7.0;3.0;49,4772640000; -1,3704370000;
;1;11;11069;2;1;1.0;3.0;43,2299200000;2,3549200000;
;1;87;87118;1;1;1.0;7.0;45,9847110000;1,1647600000;
;3;64;64123;1;1;2.0;6.0;43,4881670000; -1,1387480000;
;2;62;62094;1;1;2.0;6.0;50,4439770338;1,7892016066;
;1;11;11069;2;1;1.0;6.0;43,2282100000;2,3594600000;
;2;21;21201;2;1;1.0;6.0;47,7501770000;4,4934240000;
;1;83;83140;1;1;1.0;3.0;43,4291560000;5,9351790000;
;1;06;06088;2;1;1.0;6.0;43,7018050000;7,2818860000;
;3;85;85127;1;1;1.0;7.0;46,4251333000; -1,4925393400;
;1;57;57708;2;1;1.0;3.0;49,0119430000;6,2040780000;
;2;85;85093;1;1;1.0;6.0;46,6628900000; -1,2638460000;
;2;06;06104;2;2;1.0;3.0;43,7618250000;7,4811800000;
;3;85;85008;1;1;1.0;6.0;46,6346380000; -1,4389190000;
;5;03;03185;2;1;4.0;6.0;46,3508800000;2,6080700000;
;3;80;80071;1;1;1.0;1.0;50,0799540000;2,3251320000;
;5;75;75119;2;1;5.0;2.0;48,8834300000;2,3997390000;
;2;81;81064;2;1;8.0;6.0;43,9649280000;1,8173150000;
;3;28;28249;1;1;1.0;1.0;48,5617800000;1,5908500000;
;1;32;32001;2;1;7.0;6.0;43,6971750000;0,0831030000;
;5;75;75118;2;1;1.0;2.0;48,9011040000;2,3466460000;
;2;17;17043;1;1;1.0;7.0;46,0656050000; -0,5875060000;
;5;75;75115;2;1;1.0;3.0;48,8318970000;2,2816900000;
;1;71;71230;2;2;1.0;3.0;46,6034500000;4,0553820000;
;4;17;17003;2;1;1.0;7.0;46,1119250000; -0,9304630000;
;5;75;75119;2;1;1.0;2.0;48,8810000000;2,4036530000;
;1;49;49018;1;1;1.0;1.0;47,4954950000; -0,1308810000;
;3;37;37104;1;1;1.0;3.0;47,3118058055;0,7820731401;
;5;75;75106;2;2;1.0;6.0;48,8524860000;2,3387610000;
;3;12;12206;1;1;1.0;6.0;44,4597680000;2,2571060000;
;3;30;30122;1;1;1.0;2.0;43,8916380000;4,2325850000;
;1;75;75106;2;5;1.0;3.0;48,8537650000;2,3334410000;
;1;12;12002;2;1;1.0;6.0;44,1565580000;3,0985440000;
;1;33;33199;1;1;1.0;6.0;44,6142850000; -1,0738280000;
;5;75;75105;2;2;1.0;3.0;48,8437950000;2,3523040000;
;1;47;47252;2;1;8.0;3.0;44,3991070000;0,5983470000;
;1;86;86083;1;9;1.0;2.0;46,5077750000;0,2078200000;
;2;75;75119;2;3;1.0;6.0;48,8744110000;2,3863010000;
;1;75;75112;2;1;8.0;6.0;48,8415180000;2,4621840000;
;1;47;47062;1;2;1.0;3.0;44,2524920000;0,8174620000;
;5;75;75108;2;2;1.0;6.0;48,8752050000;2,2984630000;
;1;971;97103;2;2;1.0;3.0;16,2665410000; -61,5881970000;
;1;86;86177;2;1;1.0;6.0;46,6777490000;0,2664510000;
;1;75;75108;2;2;1.0;3.0;48,8728410000;2,3106890000;
;5;971;97107;2;1;1.0;3.0;16,0391830000; -61,5880250000;
;5;94;94068;2;1;1.0;6.0;48,7935800000;2,4876000000;
;1;971;97134;2;1;1.0;6.0;16,0541440000; -61,7517310000;
;1;34;34079;2;3;1.0;3.0;43,6316550000;3,4370600000;
;5;94;94021;2;1;1.0;1.0;48,7612700000;2,3574400000;
;1;29;29195;1;1;1.0;6.0;48,6193110000; -4,4792820000;
;1;45;45051;1;2;1.0;3.0;47,8392950000;2,3797740000;
;5;94;94019;2;2;1.0;3.0;48,7901900000;2,5224200000;
;1;06;06107;1;1;1.0;7.0;43,8553880000;7,0225170000;
;1;31;31566;1;1;1.0;1.0;43,4226070000;1,7503910000;
;3;17;17228;1;6;1.0;7.0;45,6653760000; -0,9439230000;
;5;93;93071;2;3;1.0;3.0;48,9393741917;2,5255370513;
;1;01;01404;1;1;1.0;1.0;46,1505840000;5,4598190000;
;1;33;33243;2;1;7.0;6.0;44,9012220000; -0,2209070000;
;1;93;93070;2;9;1.0;3.0;48,9161694107;2,3354458809;
;1;93;93066;2;1;8.0;6.0;48,9390423376;2,3480049673;
;1;85;85178;2;1;1.0;6.0;46,7689760000; -1,5021230000;
;3;01;01387;1;2;1.0;1.0;46,3261790000;5,0307240000;
;1;93;93048;2;1;1.0;6.0;48,8601752107;2,4513378263;
;1;93;93046;2;1;1.0;1.0;48,9160483755;2,5413715839;
;2;72;72329;1;2;5.0;3.0;48,0724270000;0,3013300000;
;3;69;69152;1;1;2.0;3.0;45,6999100000;4,8358700000;
;5;93;93032;2;1;1.0;2.0;48,8834100000;2,5328000000;
;5;93;93027;2;1;1.0;1.0;48,9360700000;2,4034200000;
;5;33;33249;1;1;1.0;2.0;44,8756300000; -0,5079740000;
;1;43;43211;1;1;1.0;6.0;45,2569460000;4,1477290000;
;5;92;92063;2;1;1.0;3.0;48,8727358935;2,2023130059;
;2;91;91689;1;1;1.0;7.0;48,7287600000;2,3144500000;
;1;92;92026;2;1;1.0;2.0;48,9020960095;2,2737560570;
;3;53;53164;1;1;2.0;6.0;48,4909850000; -0,3099780000;
;1;92;92002;1;1;1.0;2.0;48,7300320000;2,3077550000;
;5;92;92071;2;1;2.0;7.0;48,7789419722;2,2889247536;
;1;94;94034;1;1;1.0;2.0;48,7586600000;2,3252800000;
;1;40;40178;1;1;1.0;3.0;43,8686960000; -0,4534650000;
;5;92;92012;2;6;1.0;3.0;48,8250751635;2,2483603656;
;3;91;91179;1;1;1.0;2.0;48,5617600000;2,4822000000;
;3;24;24414;1;3;1.0;6.0;44,9211520000;0,6261240000;
;1;92;92036;1;1;1.0;7.0;48,9210091121;2,3062400222;
;1;12;12159;1;1;1.0;4.0;44,3363730000;2,0836370000;
;1;27;27395;1;1;2.0;7.0;48,9186990000;0,5033650000;
;1;95;95018;1;1;1.0;6.0;48,9496723024;2,2802208006;
;3;92;92036;1;1;1.0;2.0;48,9383816776;2,3133085293;
;1;46;46103;1;1;9.0;6.0;44,2934760000;1,3948880000;
;2;49;49080;1;1;1.0;1.0;47,7065270000; -0,4990200000;
;1;67;67058;1;1;2.0;1.0;48,7798570000;7,5653960000;
;1;77;77131;2;4;1.0;6.0;48,8106100000;3,0839500000;
;1;54;54574;1;1;5.0;4.0;49,5046560637;5,6886059054;
;2;64;64445;2;2;2.0;6.0;43,2990164599; -0,3727599978;
;3;56;56163;1;1;1.0;1.0;48,1282810000; -3,3227420000;
;1;43;43251;2;1;1.0;6.0;45,0355300000;3,8813100000;
;5;06;06088;2;1;3.0;6.0;43,7110000000;7,2890000000;
;1;34;34213;1;1;1.0;4.0;43,4744740000;3,6491780000;
;5;93;93007;2;1;1.0;3.0;48,9286500000;2,4809100000;
;5;971;97103;1;1;1.0;5.0;16,2330110000; -61,6098800000;
;1;974;97416;2;1;1.0;6.0; -21,3376500000;55,4846700000;
;1;973;97302;2;1;2.0;7.0;4,9350341990; -52,2927586734;
;1;17;17230;1;1;1.0;1.0;45,5694140000; -0,9462220000;
;1;78;78193;1;1;1.0;7.0;48,7064820000;1,9485770000;
;4;69;69387;2;4;2.0;1.0;45,7352700000;4,8390000000;
;1;84;84141;2;6;1.0;3.0;43,9806260000;4,9063660000;
;2;69;69384;2;1;2.0;3.0;45,7766110529;4,8261858523;
;1;67;67285;2;4;1.0;3.0;48,3951780000;7,6235460000;
;1;91;91477;2;1;8.0;6.0;48,7062600000;2,2254700000;
;2;38;38176;2;3;1.0;1.0;45,6530310000;5,1759770000;
;5;91;91312;2;1;8.0;7.0;48,7305300000;2,2205100000;
;3;01;01101;1;1;1.0;6.0;46,0937400000;5,5870200000;
;1;91;91479;2;1;1.0;3.0;48,7093000000;2,3670000000;
;1;69;69153;1;1;1.0;5.0;45,8506805387;4,7952076793;
;1;88;88160;2;3;1.0;3.0;48,1779000000;6,4405500000;
;1;65;65411;1;1;1.0;6.0;42,8855710000; -0,0165060000;
;2;33;33238;2;1;1.0;6.0;44,7424910000; -0,6208870000;
;1;87;87085;1;1;1.0;5.0;45,8269830000;1,2838370000;
;1;49;49301;2;3;1.0;3.0;47,1013540000; -0,9929540000;
;2;44;44052;1;9;1.0;6.0;47,3429230000; -2,0967260000;
;1;85;85194;1;6;2.0;3.0;46,4773100000; -1,7187500000;
;5;85;85191;2;1;1.0;3.0;46,6726200000; -1,4431000000;
;2;35;35228;2;3;1.0;1.0;48,5826753011; -2,0581890643;
;2;84;84031;1;1;1.0;1.0;44,0704600000;5,0811800000;
;1;69;69116;1;1;1.0;3.0;45,8384700000;4,7561300000;
;1;78;78403;2;1;1.0;6.0;48,9933650000;1,8649050000;
;1;33;33318;1;1;1.0;3.0;44,7887000000; -0,6267900000;
;5;76;76231;2;6;1.0;3.0;49,2870100000;1,0090000000;
;3;76;76165;2;1;9.0;6.0;49,2744800000;1,0177500000;
;1;92;92019;1;1;1.0;4.0;48,7601050000;2,2778700000;
;1;91;91377;1;1;1.0;7.0;48,7180900000;2,2676200000;
;1;91;91064;1;1;1.0;7.0;48,7487570000;2,2151540000;
;1;71;71153;2;9;1.0;3.0;46,8071034142;4,4343978166;
;5;94;94043;1;1;1.0;2.0;48,8158837940;2,3564735681;
;5;69;69286;2;3;2.0;6.0;45,8131800000;4,8935200000;
;3;91;91589;1;1;1.0;3.0;48,6758900000;2,3401700000;
;1;69;69275;2;1;8.0;1.0;45,7559562116;4,9539273977;
;1;78;78090;1;1;5.0;5.0;48,9702150000;1,9080930000;
;4;93;93053;1;1;1.0;2.0;48,8800655808;2,4509167671;
;1;69;69264;2;3;1.0;6.0;45,9854649548;4,7209547460;
;1;77;77438;1;1;1.0;7.0;48,8582307717;2,6654704075;
;1;974;97416;2;1;1.0;2.0; -21,3436900000;55,4699000000;
;1;69;69290;2;2;2.0;3.0;45,7003000000;4,9378600000;
;1;974;97416;1;1;1.0;3.0; -21,2984490000;55,4568070000;
;2;69;69259;2;2;3.0;2.0;45,7186875428;4,8747915030;
;1;974;97411;2;2;1.0;3.0; -20,8755890000;55,4518810000;
;1;66;66136;2;1;1.0;5.0;42,7065071407;2,8828436136;
;1;973;97302;2;3;1.0;2.0;4,9312400000; -52,3064100000;
;1;66;66136;2;1;1.0;6.0;42,7188500000;2,8900200000;
;5;62;62617;2;6;1.0;3.0;50,4773910000;2,6775710000;
;1;973;97302;2;2;7.0;5.0;4,9310100000; -52,3132600000;
;1;60;60057;2;1;1.0;6.0;49,4321300000;2,1013500000;
;1;69;69383;2;2;1.0;3.0;45,7566500000;4,8683600000;
;1;59;59098;1;1;1.0;3.0;50,7625600000;3,0780300000;
;1;971;97105;2;4;1.0;5.0;16,0029300000; -61,7387600000;
;5;95;95277;2;1;5.0;6.0;48,9842117288;2,4650466442;
;5;59;59350;2;3;1.0;3.0;50,6321215838;3,0625623465;
;1;59;59350;2;9;1.0;1.0;50,6425200000;3,0733400000;
;5;87;87085;2;2;1.0;3.0;45,8688000000;1,2964100000;
;1;54;54395;2;3;1.0;1.0;48,7082795519;6,1793830991;
;1;87;87085;2;1;2.0;4.0;45,8222000000;1,2619500000;
;1;49;49007;2;1;1.0;3.0;47,4685000000; -0,5586000000;
;5;87;87085;2;1;1.0;6.0;45,8238900000;1,2392000000;
;1;43;43157;2;1;2.0;7.0;45,0421200000;3,8820400000;
;3;41;41212;1;6;2.0;7.0;47,5615990000;1,3732290000;
;1;84;84087;1;1;1.0;1.0;44,0670500000;4,7903200000;
;1;37;37261;2;1;1.0;7.0;47,4301921031;0,6729233265;
;2;37;37261;2;9;9.0;2.0;47,3796200000;0,6680400000;
;1;83;83137;2;3;1.0;3.0;43,1071600000;5,9343500000;
;1;83;83137;2;1;1.0;6.0;43,1224730000;5,9447420000;
;1;35;35051;1;1;1.0;3.0;48,1140120000; -1,5562820000;
;1;31;31557;2;2;8.0;3.0;43,5870700000;1,3450600000;
;1;79;79191;2;1;1.0;6.0;46,3145000000; -0,4754000000;
;1;35;35238;2;6;1.0;3.0;48,1291100000; -1,6959500000;
;3;31;31555;2;1;1.0;6.0;43,5807380000;1,4780630000;
;1;77;77181;2;9;1.0;6.0;48,8276400000;2,7030800000;
;5;33;33063;2;3;2.0;6.0;44,8610100000; -0,5700800000;
;4;31;31555;1;1;1.0;2.0;43,6189796774;1,4187330008;
;1;77;77226;2;4;8.0;3.0;48,4369100000;2,8023400000;
;1;30;30189;2;3;1.0;6.0;43,8229300000;4,3644200000;
;2;33;33200;2;2;1.0;1.0;44,8744100000; -0,6790400000;
;2;77;77070;2;1;5.0;3.0;48,7889100000;3,1265900000;
;1;28;28134;2;6;1.0;3.0;48,7407280000;1,3448300000;
;5;33;33529;1;1;2.0;6.0;44,6153000000; -1,1363100000;
;1;76;76540;2;3;1.0;3.0;49,4261200000;1,0691900000;
;5;31;31555;1;1;1.0;5.0;43,5573900000;1,4127200000;
;1;76;76322;1;1;1.0;5.0;49,4120000000;1,0410000000;
;5;29;29019;2;2;1.0;3.0;48,3860100000; -4,5012200000;
;1;76;76540;2;9;1.0;6.0;49,4399700000;1,0916200000;
;1;27;27681;2;3;1.0;4.0;49,0896600000;1,4679500000;
;1;76;76231;2;3;1.0;2.0;49,2799740000;1,0072830000;
;1;22;22278;2;9;2.0;6.0;48,5110600000; -2,7602400000;
;1;76;76351;2;2;1.0;3.0;49,4924900000;0,1484400000;
;5;27;27229;2;2;1.0;5.0;49,0185700000;1,1425100000;
;5;76;76447;2;1;1.0;1.0;49,5403600000;0,1874800000;
;2;17;17291;2;2;1.0;6.0;46,1722400000; -1,1242300000;
;1;19;19272;2;1;1.0;7.0;45,2591309058;1,7517566085;
;1;67;67482;2;1;1.0;1.0;48,5468500000;7,7576000000;
;5;67;67267;2;1;3.0;6.0;48,5597500000;7,6927000000;
;2;13;13071;2;9;8.0;1.0;43,4051000000;5,3321000000;
;2;66;66136;1;1;1.0;6.0;42,6851860000;2,8547980000;
;3;13;13103;1;1;1.0;5.0;43,6400495923;4,9689949388;
;5;66;66136;2;3;1.0;3.0;42,7077370251;2,8863519430;
;2;13;13212;2;1;8.0;5.0;43,3115200000;5,4648700000;
;5;65;65440;2;2;1.0;3.0;43,2262000000;0,0766800000;
;1;14;14327;2;9;1.0;3.0;49,2003900000; -0,3443300000;
;1;13;13201;2;1;1.0;1.0;43,2945600000;5,3818000000;
;3;64;64483;1;1;1.0;6.0;43,3771700000; -1,6376100000;
;1;13;13005;2;1;8.0;6.0;43,2847700000;5,5500200000;
;5;60;60175;2;3;5.0;3.0;49,2655665343;2,4718408837;
;1;11;11069;2;1;1.0;1.0;43,2239300000;2,3349000000;
;1;14;14118;2;3;1.0;3.0;49,2102880000; -0,3778440000;
;1;60;60057;2;1;1.0;4.0;49,4407318472;2,0766443932;
;3;11;11069;1;4;1.0;6.0;43,1929600000;2,3361100000;
;1;59;59152;2;2;1.0;3.0;50,7588150000;3,0108080000;
;2;14;14271;2;2;1.0;7.0;49,1520410000; -0,3710220000;
;1;09;09225;2;1;3.0;4.0;43,1025400000;1,6314100000;
;5;59;59368;2;6;1.0;3.0;50,6431400000;3,0729700000;
;1;75;75120;2;1;1.0;4.0;48,8500990000;2,4151060000;
;1;13;13103;2;3;1.0;3.0;43,6523986116;5,0894079182;
;1;59;59143;2;2;1.0;3.0;50,6755000000;2,8904700000;
;1;75;75106;2;2;1.0;3.0;48,8514710000;2,3370670000;
;1;13;13207;2;1;1.0;1.0;43,2889800000;5,3614400000;
;5;75;75120;2;1;1.0;3.0;48,8743410000;2,3958670000;
;1;54;54395;2;3;1.0;6.0;48,6813215912;6,1661879718;
;5;75;75119;2;2;1.0;6.0;48,8884810000;2,3738560000;
;1;13;13203;2;1;1.0;3.0;43,3107292752;5,3697343415;
;1;54;54304;2;3;1.0;3.0;48,6824301744;6,1599491537;
;5;75;75119;2;2;1.0;3.0;48,8849870000;2,3832670000;
;1;13;13214;2;1;1.0;1.0;43,3200000000;5,3800000000;
;1;54;54395;2;1;1.0;6.0;48,6959900000;6,1913700000;
;1;75;75119;2;1;1.0;3.0;48,8893720000;2,3944260000;
;1;75;75119;2;3;1.0;3.0;48,8847350000;2,3776570000;
;1;75;75118;2;3;1.0;6.0;48,8908370000;2,3599100000;
;1;13;13075;2;1;1.0;3.0;43,3391989855;5,4539546002;
;1;51;51454;2;5;1.0;3.0;49,2460700000;4,0306700000;
;1;75;75116;2;1;1.0;2.0;48,8542890000;2,2751670000;
;1;13;13209;2;1;1.0;3.0;43,2614700000;5,3980100000;
;1;50;50129;2;1;1.0;6.0;49,6327700000; -1,5896500000;
