Num_Acc;lum;departement;commune;agglomeration;intersection;meteo;type_collision;lat;long;date
202400000001.0;2;70;70285;1;1;5.0;1.0;47.56277;6.75832;2024-03-25 07:40:00
202400000002.0;1;21;21054;2;3;7.0;6.0;47.02109;4.83755;2024-03-20 15:05:00
202400000003.0;2;15;15012;1;1;1.0;6.0;44.902384;2.496418;2024-03-22 19:30:00
202400000004.0;1;14;14118;2;3;7.0;3.0;49.19166;-0.39851;2024-03-24 17:50:00
202400000005.0;5;13;13106;1;3;2.0;5.0;43.39;5.35;2024-03-25 19:35:00
202400000006.0;5;13;13215;2;2;1.0;3.0;43.34147;5.37306;2024-03-25 04:00:00
202400000007.0;5;13;13201;2;1;1.0;3.0;43.29253;5.37197;2024-03-24 02:45:00
202400000008.0;1;7;7281;2;1;1.0;2.0;44.94319;4.84435;2024-03-24 14:45:00
202400000009.0;3;7;7281;2;1;1.0;6.0;44.92386;4.81623;2024-03-24 03:40:00
202400000010.0;5;6;6088;2;1;1.0;7.0;43.699069;7.2761;2024-03-25 19:50:00
202400000011.0;2;75;75112;2;1;1.0;2.0;48.84046;2.413686;2024-03-24 19:35:00
202400000012.0;3;75;75117;2;1;1.0;7.0;48.895031;2.306589;2024-03-24 01:20:00
202400000013.0;1;75;75119;2;1;1.0;6.0;48.895989;2.374084;2024-03-25 17:40:00
202400000014.0;1;75;75119;2;3;1.0;3.0;48.887588;2.380353;2024-03-25 15:10:00
202400000015.0;1;75;75119;2;3;1.0;1.0;48.895772;2.383612;2024-03-25 09:00:00
202400000016.0;1;75;75118;2;2;1.0;3.0;48.8894654;2.34958917;2024-03-25 13:40:00
202400000017.0;1;75;75117;2;3;1.0;6.0;48.884462;2.294478;2024-03-25 09:00:00
202400000018.0;1;75;75115;2;1;1.0;3.0;48.836521;2.276649;2024-03-25 09:25:00
202400000019.0;1;75;75102;2;2;1.0;6.0;48.866538;2.351145;2024-03-24 13:45:00
202400000020.0;5;94;94003;2;1;1.0;1.0;48.80667297;2.33685409;2024-03-25 20:00:00
202400000021.0;1;94;94022;2;2;1.0;6.0;48.764218;2.405267;2024-03-25 15:37:00
202400000022.0;1;51;51525;1;1;1.0;6.0;48.917254;4.398009;2024-09-19 16:30:00
202400000023.0;1;51;51108;2;2;1.0;3.0;48.969184;4.382671;2024-09-18 18:30:00
202400000024.0;3;47;47001;2;1;1.0;6.0;44.20886;0.6133;2024-09-19 22:42:00
202400000025.0;1;45;45285;2;1;1.0;4.0;47.91537;1.86973;2024-09-19 18:30:00
202400000026.0;1;45;45234;2;1;1.0;6.0;47.89795;1.9114;2024-09-19 17:13:00
202400000027.0;1;44;44109;2;1;1.0;6.0;47.22275;-1.58511;2024-09-19 15:30:00
202400000028.0;1;44;44162;2;1;7.0;6.0;47.21121988;-1.64943399;2024-09-19 09:30:00
202400000029.0;1;42;42330;2;3;1.0;6.0;45.46448;4.36911;2024-09-19 16:20:00
202400000030.0;1;37;37261;2;2;1.0;3.0;47.39355;0.68501;2024-09-18 08:55:00
202400000031.0;5;35;35238;2;1;1.0;3.0;48.11337;-1.6476;2024-09-19 20:45:00
202400000032.0;1;34;34301;1;1;1.0;2.0;43.41766;3.72361;2024-09-19 08:15:00
202400000033.0;1;34;34172;2;3;1.0;6.0;43.609241;3.899127;2024-09-19 11:41:00
202400000034.0;5;33;33063;2;1;1.0;6.0;44.83328;-0.56157;2024-09-19 21:10:00
202400000035.0;1;33;33039;2;3;1.0;3.0;44.8192;-0.53863;2024-09-19 16:00:00
202400000036.0;1;33;33529;2;3;1.0;1.0;44.61047;-1.1247;2024-09-18 12:15:00
202400000037.0;1;29;29051;2;1;1.0;7.0;47.99976064;-4.05189669;2024-09-19 17:00:00
202400000038.0;1;29;29232;1;1;1.0;5.0;48.03157878;-4.0847009;2024-09-19 08:15:00
202400000039.0;1;28;28218;2;3;1.0;3.0;48.43894;1.45835;2024-09-18 14:40:00
202400000040.0;1;27;27681;2;1;1.0;5.0;49.10003;1.47282;2024-09-19 15:30:00
202400000041.0;3;76;76116;2;2;1.0;6.0;49.381011;1.197757;2024-05-03 00:15:00
202400000042.0;1;59;59258;1;1;1.0;3.0;50.528461;3.229428;2024-05-03 17:30:00
202400000043.0;1;94;94022;2;1;1.0;6.0;48.765484;2.409569;2024-03-25 11:44:00
202400000044.0;1;13;13215;1;1;2.0;3.0;43.38322159;5.35134399;2024-05-02 08:20:00
202400000045.0;1;92;92050;2;2;1.0;1.0;48.88632799;2.21105236;2024-03-25 18:45:00
202400000046.0;1;83;83027;1;1;1.0;6.0;43.19282145;5.67970296;2024-05-01 19:40:00
202400000047.0;1;92;92023;2;1;1.0;6.0;48.79936328;2.26319289;2024-03-25 08:42:00
202400000048.0;1;33;33249;1;1;1.0;4.0;44.88827;-0.505076;2024-05-02 15:45:00
202400000049.0;3;35;35276;1;2;1.0;6.0;48.26548685;-1.84038296;2024-03-25 23:00:00
202400000050.0;2;91;91521;1;1;2.0;6.0;48.63558;2.40168;2024-05-02 20:40:00
202400000051.0;2;972;97206;1;1;1.0;7.0;14.48823;-61.035286;2024-03-22 17:00:00
202400000052.0;1;94;94038;1;1;1.0;3.0;48.7828929;2.34713213;2024-05-02 12:20:00
202400000053.0;1;22;22034;1;1;1.0;6.0;48.661408;-3.340171;2024-03-24 07:24:00
202400000054.0;1;94;94003;1;1;1.0;5.0;48.7979586;2.34382693;2024-05-02 08:40:00
202400000055.0;1;92;92026;1;1;2.0;5.0;48.88924861;2.24664633;2024-05-02 16:45:00
202400000056.0;1;78;78640;1;1;8.0;3.0;48.77873;2.22253;2024-05-02 10:49:00
202400000057.0;1;62;62424;2;3;1.0;3.0;50.207004;2.945676;2024-03-26 18:00:00
202400000058.0;1;95;95527;1;1;2.0;2.0;49.00052596;2.52228228;2024-05-02 19:15:00
202400000059.0;1;83;83096;1;1;1.0;3.0;43.462552;5.805985;2024-03-22 13:30:00
202400000060.0;1;95;95306;1;1;1.0;1.0;48.99549387;2.18244976;2024-05-01 18:50:00
202400000061.0;2;35;35173;1;1;1.0;2.0;48.18986357;-1.72171533;2024-03-25 08:11:00
202400000062.0;5;51;51210;2;6;1.0;6.0;49.061074;3.965064;2024-03-25 21:00:00
202400000063.0;1;94;94033;1;1;1.0;2.0;48.84923308;2.49127999;2024-05-02 13:00:00
202400000064.0;1;67;67281;2;1;1.0;3.0;48.157541;7.544373;2024-03-25 16:35:00
202400000065.0;3;77;77468;1;1;1.0;7.0;48.83262;2.66222;2024-05-01 00:15:00
202400000066.0;4;61;61460;2;1;1.0;6.0;48.8951;0.334224;2024-03-24 04:05:00
202400000067.0;3;47;47228;1;1;2.0;6.0;44.34425591;0.70732384;2024-03-25 23:15:00
202400000068.0;5;54;54382;2;3;1.0;3.0;49.54523;5.7843;2024-02-17 19:23:00
202400000069.0;1;34;34013;1;1;3.0;6.0;43.58765;3.456337;2024-03-26 12:20:00
202400000070.0;1;22;22181;1;1;2.0;6.0;48.218447;-3.203169;2024-03-25 18:00:00
202400000071.0;5;988;98818;2;2;1.0;3.0;-22.27444;166.44549;2024-05-01 18:00:00
202400000072.0;2;54;54129;2;2;1.0;3.0;48.5833;6.943762;2024-03-25 18:48:00
202400000073.0;1;987;98735;2;6;1.0;3.0;-17.5381;-149.5646;2024-04-30 15:50:00
202400000074.0;3;974;97416;2;1;1.0;6.0;-21.35266;55.50573;2024-05-01 18:55:00
202400000075.0;1;72;72310;2;9;1.0;3.0;48.034026;0.197325;2024-03-04 14:40:00
202400000076.0;2;974;97411;2;1;1.0;3.0;-20.90076;55.49647;2024-05-01 18:10:00
202400000077.0;1;40;40269;1;1;1.0;5.0;43.60650064;-1.1605823;2024-03-25 16:40:00
202400000078.0;2;69;69142;2;1;3.0;3.0;45.72017;4.81804;2024-05-01 19:45:00
202400000079.0;1;85;85146;2;6;1.0;6.0;46.977724;-1.314123;2024-03-26 14:55:00
202400000080.0;1;85;85192;2;1;1.0;3.0;46.78939;-0.99325;2024-03-23 16:26:00
202400000081.0;1;69;69382;2;1;1.0;6.0;45.75779;4.835;2024-05-01 18:05:00
202400000082.0;1;37;37050;2;2;1.0;6.0;47.34102222;0.72294492;2024-03-22 12:00:00
202400000083.0;3;2B;2B037;2;1;1.0;6.0;42.66;9.441;2024-05-01 02:40:00
202400000084.0;2;10;10142;1;1;1.0;7.0;48.2778;3.8045;2024-03-24 07:15:00
202400000085.0;1;31;31246;1;1;2.0;1.0;43.11299593;0.84459186;2024-03-26 09:28:00
202400000086.0;3;43;43188;1;1;1.0;6.0;45.14306306;3.55995655;2024-03-24 23:50:00
202400000087.0;1;987;98738;2;1;7.0;2.0;-17.60388;-149.594679;2024-03-19 09:30:00
202400000088.0;2;988;98805;2;1;1.0;6.0;-22.22056;166.47229;2024-03-25 18:30:00
202400000089.0;1;42;42169;1;1;1.0;7.0;45.44142;4.145257;2024-03-26 11:00:00
202400000090.0;1;28;28026;1;1;1.0;2.0;48.331233;1.865235;2024-03-25 10:20:00
202400000091.0;1;2B;2B087;2;1;1.0;6.0;42.33025;9.48972;2024-03-25 12:30:00
202400000092.0;3;34;34199;1;1;3.0;7.0;43.427975;3.414087;2024-03-26 01:33:00
202400000093.0;1;57;57222;1;1;1.0;2.0;49.16171369;6.92162553;2024-03-26 08:55:00
202400000094.0;1;1;1262;2;1;1.0;6.0;45.852362;5.058889;2024-03-14 12:20:00
202400000095.0;1;60;60138;2;4;2.0;3.0;49.216616;2.59846;2024-03-26 17:15:00
202400000096.0;1;91;91617;1;1;1.0;2.0;48.63771;2.53525;2024-03-25 17:50:00
202400000097.0;1;91;91553;1;1;1.0;3.0;48.63129;2.49195;2024-03-25 12:40:00
202400000098.0;1;91;91689;1;1;1.0;2.0;48.74727;2.32682;2024-03-25 10:10:00
202400000099.0;1;91;91432;1;1;1.0;2.0;48.69407;2.31992;2024-03-25 09:30:00
202400000100.0;3;78;78297;1;1;1.0;6.0;48.788977;2.060813;2024-03-25 07:59:00
202400000101.0;1;92;92064;1;1;1.0;4.0;48.83850309;2.19236004;2024-03-24 15:40:00
202400000102.0;3;78;78297;1;1;1.0;2.0;48.788071;2.06254;2024-03-24 02:10:00
202400000103.0;1;94;94042;1;1;1.0;3.0;48.82854107;2.47576095;2024-03-25 08:40:00
202400000104.0;2;93;93070;2;3;1.0;3.0;48.90438;2.33128;2024-03-25 06:15:00
202400000105.0;1;93;93066;2;1;1.0;2.0;48.911479;2.357725;2024-03-25 13:25:00
202400000106.0;1;93;93047;2;2;1.0;3.0;48.89938;2.55958;2024-03-25 15:20:00
202400000107.0;1;93;93005;2;3;1.0;3.0;48.937176;2.498623;2024-03-25 08:30:00
202400000108.0;1;74;74012;2;1;1.0;3.0;46.194111;6.23685;2024-01-20 14:45:00
202400000109.0;1;974;97407;1;1;9.0;6.0;-20.93623082;55.32559848;2024-03-23 17:05:00
202400000110.0;5;69;69387;2;2;1.0;3.0;45.74826;4.84363;2024-03-24 19:00:00
202400000111.0;1;69;69383;2;2;1.0;3.0;45.75256;4.88829;2024-03-24 17:20:00
202400000112.0;1;972;97213;1;1;1.0;2.0;14.61775;-61.01864;2024-03-24 14:30:00
202400000113.0;3;972;97213;1;1;1.0;6.0;14.63752;-60.99181;2024-03-24 03:10:00
202400000114.0;1;69;69382;2;1;1.0;3.0;45.74846;4.83158;2024-03-24 18:30:00
202400000115.0;5;95;95176;2;1;1.0;7.0;48.95155;2.196133;2024-03-20 22:35:00
202400000116.0;1;84;84031;2;1;1.0;6.0;44.05376;5.04861;2024-03-23 13:42:00
202400000117.0;1;83;83069;2;1;7.0;3.0;43.12512;6.18951;2024-03-23 15:46:00
202400000118.0;1;83;83061;1;1;1.0;6.0;43.51297;6.83226;2024-03-24 11:50:00
202400000119.0;1;77;77369;1;1;8.0;3.0;48.9713;2.92012;2024-03-24 15:10:00
202400000120.0;1;64;64483;2;4;1.0;2.0;43.40135;-1.63715;2024-03-23 17:55:00
202400000121.0;1;64;64284;2;1;1.0;3.0;43.28798;-0.39093;2024-03-24 19:05:00
202400000122.0;1;62;62178;2;3;1.0;1.0;50.49439339;2.54403966;2024-03-22 13:00:00
202400000123.0;1;59;59599;2;1;1.0;2.0;50.73142;3.16556;2024-03-24 17:00:00
202400000124.0;1;59;59350;2;3;1.0;3.0;50.62835;3.10533;2024-03-24 17:45:00
202400000125.0;1;59;59017;2;3;7.0;3.0;50.6814;2.88238;2024-03-23 09:50:00
202400000126.0;1;54;54431;2;1;1.0;6.0;48.899448;6.044139;2024-03-22 09:45:00
202400000127.0;1;51;51454;2;1;1.0;3.0;49.255104;4.054886;2024-03-24 13:08:00
202400000128.0;5;45;45004;1;1;1.0;6.0;47.969447;2.782592;2024-03-24 01:45:00
202400000129.0;1;38;38563;1;1;1.0;6.0;45.38624;5.57452;2024-03-24 18:15:00
202400000130.0;5;38;38185;2;1;1.0;3.0;45.17762;5.71809;2024-03-25 01:10:00
202400000131.0;1;38;38053;2;2;1.0;3.0;45.58638;5.28112;2024-03-23 13:30:00
202400000132.0;1;37;37122;2;1;7.0;6.0;47.3495;0.66814;2024-03-24 18:30:00
202400000133.0;1;35;35238;2;9;1.0;6.0;48.11918363;-1.67516291;2024-03-24 19:10:00
202400000134.0;1;33;33063;2;1;1.0;3.0;44.84949;-0.60115;2024-03-23 16:14:00
202400000135.0;1;13;13005;2;6;1.0;1.0;43.29574555;5.57275381;2024-03-22 08:25:00
202400000136.0;1;6;6088;2;2;1.0;1.0;43.67419;7.22127;2024-03-23 12:00:00
202400000137.0;5;6;6029;2;2;1.0;3.0;43.55049;6.99368;2024-03-24 20:45:00
202400000138.0;1;6;6030;2;1;1.0;3.0;43.565178;6.965194;2024-03-24 10:30:00
202400000139.0;1;5;5061;1;3;1.0;2.0;44.5798587;6.08206987;2024-03-24 11:50:00
202400000140.0;5;5;5023;2;6;1.0;6.0;44.88342;6.62487;2024-03-24 05:15:00
202400000141.0;1;4;4070;2;9;1.0;3.0;44.0879444;6.23144444;2024-03-19 17:45:00
202400000142.0;2;1;1283;2;1;1.0;4.0;46.261988;5.659398;2024-03-23 18:30:00
202400000143.0;1;75;75112;2;1;1.0;4.0;48.827141;2.391003;2024-03-24 15:05:00
202400000144.0;1;75;75106;2;3;1.0;3.0;48.852087;2.340318;2024-03-24 15:00:00
202400000145.0;5;75;75116;2;1;2.0;2.0;48.870646;2.259363;2024-03-23 21:00:00
202400000146.0;1;75;75114;2;2;1.0;3.0;48.819946;2.325476;2024-03-24 14:10:00
202400000147.0;1;75;75113;2;3;1.0;6.0;48.826356;2.386969;2024-03-24 15:30:00
202400000148.0;1;75;75112;2;3;1.0;6.0;48.838608;2.381279;2024-03-24 16:44:00
202400000149.0;1;75;75110;2;3;1.0;7.0;48.87583;2.3565;2024-03-24 17:15:00
202400000150.0;5;75;75117;2;3;1.0;3.0;48.883733;2.295315;2024-03-24 01:45:00
202400000151.0;5;94;94078;2;3;1.0;3.0;48.741489;2.44672;2024-03-24 00:03:00
202400000152.0;1;94;94038;2;3;1.0;4.0;48.77162;2.34723;2024-03-23 19:20:00
202400000153.0;1;94;94017;2;2;1.0;3.0;48.82169363;2.49872433;2024-03-24 16:00:00
202400000154.0;5;93;93078;2;2;1.0;2.0;48.95349;2.56263;2024-03-24 21:40:00
202400000155.0;1;93;93078;2;1;1.0;2.0;48.96372237;2.53776401;2024-03-24 08:15:00
202400000156.0;1;92;92025;2;2;1.0;6.0;48.91453588;2.22917855;2024-03-24 11:20:00
202400000157.0;1;92;92009;2;1;1.0;6.0;48.92537957;2.27435625;2024-03-24 15:20:00
202400000158.0;1;72;72243;1;9;1.0;1.0;47.749063;0.16045;2024-03-21 12:11:00
202400000159.0;1;35;35167;1;1;1.0;6.0;47.78646531;-1.27587855;2024-03-24 16:15:00
202400000160.0;1;974;97415;1;1;1.0;6.0;-20.963438;55.302676;2024-03-25 07:15:00
202400000161.0;3;69;69255;1;1;1.0;6.0;45.72452476;4.62493685;2024-08-08 22:53:00
202400000162.0;1;35;35160;1;1;1.0;6.0;47.93098;-2.084436;2024-03-24 08:02:00
202400000163.0;1;69;69132;1;2;1.0;1.0;45.68396;4.417727;2024-07-17 19:30:00
202400000164.0;3;26;26121;1;9;1.0;2.0;44.533074;4.802442;2024-03-24 22:50:00
202400000165.0;2;87;87167;1;1;1.0;6.0;45.892248;1.456364;2024-08-15 15:50:00
202400000166.0;3;86;86254;1;1;1.0;6.0;46.344051;0.828268;2024-03-24 23:30:00
202400000167.0;3;60;60430;1;1;1.0;6.0;49.329128;2.916893;2024-03-24 22:31:00
202400000168.0;1;17;17219;1;2;1.0;3.0;45.828044;-1.121973;2024-08-14 11:25:00
202400000169.0;1;85;85153;1;2;1.0;3.0;46.80232018;-1.04102584;2024-03-24 17:30:00
202400000170.0;1;2;2684;2;4;1.0;1.0;49.919499;4.123102;2024-08-15 18:05:00
202400000171.0;1;41;41290;1;1;1.0;3.0;47.733637;1.146827;2024-03-24 16:00:00
202400000172.0;1;57;57683;1;1;1.0;2.0;49.29674;6.1559;2024-08-13 06:40:00
202400000173.0;3;62;62186;1;1;1.0;7.0;50.43513194;2.72575446;2024-08-11 04:30:00
202400000174.0;1;83;83116;1;1;1.0;1.0;43.454395;5.876575;2024-03-24 14:40:00
202400000175.0;1;62;62771;1;1;1.0;2.0;50.43139944;2.8487746;2024-08-10 19:50:00
202400000176.0;1;57;57552;1;1;1.0;1.0;49.063161;6.186279;2024-03-25 10:00:00
202400000177.0;1;93;93006;1;1;1.0;2.0;48.86690246;2.42530059;2024-08-14 09:35:00
202400000178.0;2;56;56017;1;2;2.0;3.0;47.890899;-2.719004;2024-03-10 18:05:00
202400000179.0;3;95;95252;1;1;2.0;6.0;48.98341557;2.21876294;2024-07-21 00:20:00
202400000180.0;2;987;98735;2;1;1.0;7.0;-17.53559;-149.555502;2024-08-09 05:20:00
202400000181.0;1;56;56243;2;3;1.0;3.0;47.653496;-2.734755;2024-03-23 13:15:00
202400000182.0;1;976;97611;2;1;1.0;3.0;-12.7721;45.22327;2024-08-13 11:07:00
202400000183.0;1;76;76146;1;2;7.0;1.0;49.573064;1.275696;2024-03-24 16:00:00
202400000184.0;5;974;97411;2;7;1.0;4.0;-20.89337;55.47051;2024-08-13 20:10:00
202400000185.0;3;80;80586;1;1;1.0;7.0;49.912342;1.688129;2024-03-24 20:40:00
202400000186.0;5;65;65244;2;4;1.0;6.0;43.306287;0.034193;2024-03-23 20:45:00
202400000187.0;1;973;97302;2;3;1.0;5.0;4.9308;-52.30555;2024-08-13 08:45:00
202400000188.0;1;69;69267;1;1;1.0;3.0;46.173901;4.651038;2024-03-23 16:59:00
202400000189.0;1;972;97213;1;1;3.0;2.0;14.61523;-61.0139;2024-08-12 11:45:00
202400000190.0;2;49;49218;2;1;1.0;6.0;47.25400829;-1.15093321;2024-03-24 06:25:00
202400000191.0;5;69;69382;2;9;1.0;6.0;45.74693;4.82889;2024-08-13 02:05:00
202400000192.0;1;12;12052;1;1;1.0;1.0;44.553751;2.070193;2024-03-23 15:45:00
202400000193.0;1;2B;2B037;1;1;1.0;2.0;42.621;9.437;2024-08-07 13:47:00
202400000194.0;3;47;47117;2;1;1.0;3.0;44.323641;0.786582;2024-03-22 05:42:00
202400000195.0;1;971;97101;1;1;1.0;7.0;16.25337;-61.53421;2024-08-12 15:52:00
202400000196.0;1;47;47159;1;2;1.0;3.0;44.402545;0.223374;2024-03-23 14:15:00
202400000197.0;1;971;97107;2;3;1.0;3.0;16.05205;-61.56229;2024-08-06 09:00:00
202400000198.0;3;47;47274;1;1;1.0;6.0;44.14410821;0.77873935;2024-03-22 20:00:00
202400000199.0;1;2A;2A004;2;3;1.0;3.0;41.95234;8.7744;2024-08-07 20:50:00
202400000200.0;1;34;34142;2;1;1.0;7.0;43.734462;3.312914;2024-03-21 14:57:00
202400000201.0;1;29;29220;2;1;1.0;7.0;47.85522;-4.24067;2024-03-24 14:43:00
202400000202.0;1;95;95127;2;1;1.0;6.0;49.048763;2.034172;2024-08-13 17:56:00
202400000203.0;3;1;1225;1;1;1.0;7.0;46.062411;4.770647;2024-03-25 00:15:00
202400000204.0;1;95;95500;2;2;1.0;3.0;49.04483469;2.07642562;2024-08-13 12:50:00
202400000205.0;1;14;14302;1;1;1.0;1.0;49.277381;0.077076;2024-03-22 08:00:00
202400000206.0;2;64;64549;1;1;1.0;7.0;43.41784486;-0.44215682;2024-03-25 06:45:00
202400000207.0;1;18;18063;1;1;1.0;1.0;46.871422;2.417883;2024-03-25 11:30:00
202400000208.0;1;10;10249;1;1;1.0;2.0;48.239681;4.303679;2024-03-24 16:30:00
202400000209.0;1;7;7291;1;1;1.0;7.0;44.363547;4.478452;2024-03-24 14:45:00
202400000210.0;1;21;21582;1;1;1.0;6.0;46.903911;4.697278;2024-03-25 12:10:00
202400000211.0;1;85;85156;1;6;1.0;7.0;46.48972;-1.44409;2024-03-24 15:40:00
202400000212.0;1;85;85031;1;1;1.0;6.0;46.77526;-0.899123;2024-03-23 12:05:00
202400000213.0;2;27;27379;1;1;1.0;1.0;49.376578;1.679053;2024-03-23 18:44:00
202400000214.0;1;28;28325;1;3;1.0;1.0;48.447035;1.307409;2024-03-24 17:45:00
202400000215.0;5;68;68297;1;1;1.0;3.0;47.577215;7.559948;2024-03-21 22:05:00
202400000216.0;1;71;71556;1;1;1.0;6.0;46.26328104;4.79358159;2024-03-22 12:05:00
202400000217.0;1;38;38087;2;4;1.0;1.0;45.5753;4.807999;2024-03-25 08:24:00
202400000218.0;1;81;81271;2;1;1.0;3.0;43.767817;1.667154;2024-03-23 17:45:00
202400000219.0;3;49;49301;2;1;1.0;7.0;47.08605;-1.067744;2024-03-24 03:45:00
202400000220.0;1;27;27119;2;3;3.0;3.0;48.932981;1.44011;2024-03-23 15:00:00
202400000221.0;1;27;27161;1;2;1.0;3.0;49.060349;0.999177;2024-03-24 10:30:00
202400000222.0;1;60;60321;1;1;1.0;1.0;49.22019;2.041333;2024-03-25 06:45:00
202400000223.0;5;13;13202;2;1;1.0;7.0;43.29209;5.3658;2024-03-23 23:42:00
202400000224.0;3;13;13033;1;1;1.0;2.0;43.37594795;5.20048333;2024-03-23 21:30:00
202400000225.0;1;33;33063;1;1;1.0;2.0;44.884579;-0.56018;2024-03-24 18:01:00
202400000226.0;3;93;93005;1;1;8.0;2.0;48.95729336;2.46118963;2024-03-24 05:00:00
202400000227.0;1;95;95424;1;1;1.0;2.0;48.99086233;2.1941238;2024-03-24 07:00:00
202400000228.0;1;95;95527;1;1;2.0;2.0;48.99450871;2.51546055;2024-03-23 17:00:00
202400000229.0;3;94;94017;1;1;3.0;6.0;48.82648029;2.52228801;2024-03-23 01:40:00
202400000230.0;1;44;44109;2;1;1.0;6.0;47.20688936;-1.57360696;2024-03-16 14:50:00
202400000231.0;1;44;44109;2;6;8.0;3.0;47.18779335;-1.52066764;2024-03-15 17:10:00
202400000232.0;5;44;44109;2;1;8.0;6.0;47.1981268;-1.59649434;2024-03-14 06:00:00
202400000233.0;5;44;44143;2;6;8.0;3.0;47.17970226;-1.55868421;2024-03-14 06:45:00
202400000234.0;1;44;44109;2;2;8.0;3.0;47.25824862;-1.51519405;2024-03-13 19:15:00
202400000235.0;5;44;44109;2;6;8.0;3.0;47.21110324;-1.54506245;2024-03-12 22:05:00
202400000236.0;1;44;44114;2;6;8.0;6.0;47.25256521;-1.61821724;2024-03-11 10:00:00
202400000237.0;5;75;75116;2;1;1.0;2.0;48.835006;2.261347;2024-03-22 20:46:00
202400000238.0;1;974;97416;1;1;1.0;1.0;-21.3072;55.4987;2024-03-23 11:00:00
202400000239.0;1;974;97409;1;9;3.0;3.0;-20.94375;55.64919;2024-03-23 13:50:00
202400000240.0;1;973;97302;2;2;1.0;3.0;4.94354;-52.31873;2024-03-22 15:14:00
202400000241.0;1;972;97213;1;9;1.0;6.0;14.6158;-61.01445;2024-03-23 13:45:00
202400000242.0;1;972;97209;1;3;1.0;5.0;14.63921;-61.0554;2024-03-23 12:40:00
202400000243.0;1;971;97101;1;9;1.0;1.0;16.26218;-61.49278;2024-03-23 13:20:00
202400000244.0;5;95;95280;2;1;2.0;6.0;49.0243;2.463;2024-03-23 19:35:00
202400000245.0;1;95;95582;2;9;2.0;7.0;48.9763907;2.24555321;2024-03-23 16:30:00
202400000246.0;1;95;95563;2;9;1.0;6.0;49.01158306;2.24338084;2024-03-23 12:50:00
202400000247.0;5;95;95218;2;6;1.0;2.0;49.03393973;2.10087545;2024-03-24 00:10:00
202400000248.0;1;91;91692;1;1;1.0;2.0;48.67468;2.17666;2024-03-23 15:15:00
202400000249.0;1;91;91421;2;2;1.0;3.0;48.713281;2.448973;2024-03-23 10:30:00
202400000250.0;5;91;91687;2;1;1.0;6.0;48.677827;2.383809;2024-03-23 04:30:00
202400000251.0;2;84;84007;2;1;1.0;3.0;43.92856;4.82097;2024-03-23 19:10:00
202400000252.0;5;83;83137;2;1;1.0;3.0;43.12853;5.91387;2024-03-23 19:30:00
202400000253.0;1;82;82033;1;1;1.0;7.0;44.07586;1.1276;2024-03-23 12:04:00
202400000254.0;3;79;79191;1;1;1.0;7.0;46.292463;-0.46593;2024-03-23 04:30:00
202400000255.0;5;77;77284;2;2;2.0;6.0;48.957531;2.882712;2024-03-23 20:15:00
202400000256.0;1;77;77186;1;6;1.0;7.0;48.43023;2.66104;2024-03-22 13:55:00
202400000257.0;2;74;74012;2;3;1.0;3.0;46.19188;6.23676;2024-03-22 18:10:00
202400000258.0;1;74;74012;2;1;1.0;2.0;46.19783;6.23636;2024-03-22 15:55:00
202400000259.0;1;69;69275;2;9;1.0;3.0;45.76787;4.93755;2024-03-23 15:50:00
202400000260.0;5;69;69029;2;1;2.0;6.0;45.73591;4.91203;2024-03-23 21:05:00
202400000261.0;1;67;67447;2;1;8.0;6.0;48.608;7.75;2024-03-23 16:05:00
202400000262.0;3;64;64125;1;1;1.0;6.0;43.4314;-1.57619;2024-03-24 00:10:00
202400000263.0;5;64;64122;2;3;1.0;3.0;43.45668;-1.55097;2024-03-23 20:25:00
202400000264.0;1;64;64102;2;1;1.0;2.0;43.50232;-1.47696;2024-03-23 18:40:00
202400000265.0;1;64;64024;2;1;1.0;6.0;43.48913749;-1.49956405;2024-03-23 13:25:00
202400000266.0;1;59;59508;2;1;1.0;6.0;50.7459;3.12267;2024-03-23 09:40:00
202400000267.0;5;59;59650;2;1;1.0;6.0;50.71151;3.17578;2024-03-23 23:50:00
202400000268.0;5;59;59378;2;1;1.0;6.0;50.652606;3.082432;2024-03-23 01:10:00
202400000269.0;1;56;56121;2;6;1.0;2.0;47.7353;-3.37435;2024-03-23 13:00:00
202400000270.0;1;56;56083;2;3;1.0;3.0;47.80076;-3.2852;2024-03-23 07:15:00
202400000271.0;1;49;49007;2;1;1.0;6.0;47.48868;-0.52906;2024-03-23 19:10:00
202400000272.0;1;45;45234;2;6;1.0;3.0;47.90589;1.9098;2024-03-22 14:11:00
202400000273.0;1;45;45004;2;1;8.0;3.0;47.98262;2.73282;2024-03-23 13:36:00
202400000274.0;1;43;43041;2;1;1.0;2.0;45.05172;3.91137;2024-03-23 16:45:00
202400000275.0;1;27;27229;2;1;1.0;6.0;49.0265;1.14784;2024-09-19 11:45:00
202400000276.0;5;26;26362;2;2;1.0;1.0;44.93202;4.8988;2024-09-18 22:40:00
202400000277.0;1;25;25204;1;1;1.0;3.0;46.92433;6.35612;2024-09-19 08:00:00
202400000278.0;1;25;25056;2;3;1.0;4.0;47.23185;5.97057;2024-09-19 15:15:00
202400000279.0;1;25;25056;2;1;1.0;6.0;47.21763;5.96429;2024-09-19 15:00:00
202400000280.0;1;25;25056;2;1;1.0;6.0;47.24654;5.997457;2024-09-19 08:05:00
