"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"CNIT";"Catégorie véhicule";"Age véhicule"
"439 505";"A";"2022";"Métropole";"M10RENVP002M362";"VT";"10"
"439 506";"A";"2022";"Métropole";"M10CTRVP0018090";"VT";"10"
"439 507";"A";"2022";"Métropole";"MPE5202K2545";"VT";"19"
"439 507";"B";"2022";"Métropole";"N/A";"VT";"15"
"439 508";"A";"2022";"DOM";"LJS14L30P016";"Moto lourde";"21"
"439 509";"A";"2022";"DOM";"MPE1615VP679";"VT";"12"
"439 509";"B";"2022";"DOM";"N/A";"VU";"16"
"439 510";"A";"2022";"Métropole";"M10FATVP080V048";"VT";"5"
"439 510";"B";"2022";"Métropole";"M10RENVP000T008";"VT";"12"
"439 510";"C";"2022";"Métropole";"MRE1202A0561";"VT";"23"
"439 511";"A";"2022";"DOM";"M10MCDVPLK6G149";"VT";"7"
"439 512";"A";"2022";"Métropole";"N10RENCT558A639";"VU";"4"
"439 512";"B";"2022";"Métropole";"M10PELVP621Y984";"VT";"3"
"439 513";"A";"2022";"Métropole";"LDC17L408155";"Moto lourde";"12"
"439 514";"A";"2022";"Métropole";"M10RENVP000V143";"VT";"12"
"439 514";"B";"2022";"Métropole";"N/A";"Moto lourde";"0"
"439 514";"C";"2022";"Métropole";"M10VWGVP458D234";"VT";"9"
"439 515";"A";"2022";"Métropole";"L3EHNDML000J633";"Moto légère";"6"
"439 515";"B";"2022";"Métropole";"M10BMWVP046A826";"VT";"4"
"439 516";"A";"2022";"Métropole";"N/A";"Moto lourde";"0"
"439 516";"B";"2022";"Métropole";"MJT1021RH316";"VT";"20"
"439 517";"A";"2022";"Métropole";"MVW51E2CME98";"VT";"14"
"439 517";"B";"2022";"Métropole";"M10PGTVP1024468";"VT";"0"
"439 518";"A";"2022";"Métropole";"N/A";"VU";"12"
"439 518";"B";"2022";"Métropole";"N30RENTR5182116";"PL";"3"
"439 519";"A";"2022";"Métropole";"M10CTRVP0009674";"VT";"10"
"439 520";"A";"2022";"Métropole";"M10CTRVP008H699";"VT";"8"
"439 520";"B";"2022";"Métropole";"MVW37K4KVD14";"VT";"13"
"439 521";"A";"2022";"DOM";"N/A";"VU";"17"
"439 521";"B";"2022";"DOM";"L1EPGGCL0009351";"Cyclo";"6"
"439 522";"A";"2022";"Métropole";"MPE5012K4106";"VT";"16"
"439 522";"B";"2022";"Métropole";"MAU56G1GJ278";"VT";"15"
"439 523";"A";"2022";"Métropole";"MVW53J4KTB26";"VT";"13"
"439 524";"A";"2022";"Métropole";"MFD55F4LQ441";"VT";"15"
"439 525";"A";"2022";"Métropole";"LJS19L406414";"Moto lourde";"12"
"439 526";"A";"2022";"Métropole";"N/A";"Moto légère";"11"
"439 527";"A";"2022";"Métropole";"N/A";"VT";"19"
"439 527";"B";"2022";"Métropole";"N/A";"Moto légère";"N/A"
"439 527";"C";"2022";"Métropole";"M10JT0VP030R742";"VT";"2"
"439 527";"D";"2022";"Métropole";"M10VWGVPT450620";"VT";"3"
"439 528";"A";"2022";"Métropole";"N/A";"Indéterminable";"N/A"
"439 529";"A";"2022";"Métropole";"MBM5432NR492";"VT";"17"
"439 529";"B";"2022";"Métropole";"L1EDRBCL000A031";"Cyclo";"5"
"439 530";"A";"2022";"Métropole";"MFT1011H6324";"VT";"19"
"439 530";"B";"2022";"Métropole";"M10VMGVPT40F579";"VT";"3"
"439 531";"A";"2022";"Métropole";"MPE5311KS077";"VT";"18"
"439 531";"B";"2022";"Métropole";"M10JT0VP0426261";"VT";"1"
"439 532";"[";"2022";"Métropole";"N/A";"Indéterminable";"N/A"
"439 532";"A";"2022";"Métropole";"M10AUDVP032E238";"VT";"N/A"
"439 533";"A";"2022";"Métropole";"N/A";"VT";"13"
"439 535";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"439 536";"B";"2022";"Métropole";"M10CTRVP0072757";"VT";"8"
"439 537";"A";"2022";"Métropole";"L3ESUZM1001J092";"Moto lourde";"2"
"439 538";"A";"2022";"Métropole";"MPE5201DP443";"VT";"22"
"439 539";"A";"2022";"Métropole";"L3EBMWM20779493";"Moto lourde";"0"
"439 539";"B";"2022";"Métropole";"N/A";"VT";"27"
"439 540";"A";"2022";"Métropole";"L1ESHECL0001086";"Cyclo";"2"
"439 540";"B";"2022";"Métropole";"M10VWGVPW896748";"VT";"1"
"439 541";"A";"2022";"Métropole";"N/A";"VT";"14"
"439 541";"B";"2022";"Métropole";"MPL5582HM135";"VT";"18"
"439 542";"A";"2022";"Métropole";"N/A";"Autres";"3"
"439 542";"B";"2022";"Métropole";"N/A";"VT";"2"
"439 543";"A";"2022";"Métropole";"M10VWGVPR409769";"VT";"4"
"439 544";"A";"2022";"Métropole";"M10DACVP001V875";"VT";"1"
"439 545";"A";"2022";"Métropole";"MRE1121FD798";"VT";"14"
"439 546";"A";"2022";"Métropole";"L3EBMWM2036A693";"Moto lourde";"4"
"439 546";"B";"2022";"Métropole";"MRE1002K6638";"VT";"21"
"439 547";"A";"2022";"Métropole";"L7EHBF4M000F017";"Autres";"1"
"439 548";"A";"2022";"Métropole";"MPE5204K1892";"VT";"18"
"439 549";"A";"2022";"Métropole";"N/A";"Moto lourde";"30"
"439 549";"B";"2022";"Métropole";"MST3105AU087";"VT";"13"
"439 550";"A";"2022";"Métropole";"N/A";"Moto lourde";"42"
"439 550";"B";"2022";"Métropole";"MRE5522CP963";"VT";"14"
"439 551";"A";"2022";"Métropole";"L3EYAMM1000J931";"Moto lourde";"2"
"439 552";"A";"2022";"Métropole";"M10K1AVP0027987";"VT";"2"
"439 552";"B";"2022";"Métropole";"N/A";"PL";"34"
"439 553";"A";"2022";"Métropole";"T10MRLTA000G001";"Autres";"8"
"439 553";"B";"2022";"Métropole";"M10SKDVP0158593";"VT";"4"
"439 554";"A";"2022";"Métropole";"N/A";"Moto légère";"N/A"
"439 555";"A";"2022";"Métropole";"L1ETNMCL000Y165";"Cyclo";"1"
"439 556";"A";"2022";"Métropole";"LBM1AN40Y073";"Moto lourde";"16"
"439 556";"B";"2022";"Métropole";"M10VWGVPT69E240";"VT";"3"
"439 557";"A";"2022";"Métropole";"M10SKDVP021K441";"VT";"3"
"439 558";"A";"2022";"Métropole";"MFD12C5VA265";"VT";"17"
"439 559";"A";"2022";"Métropole";"L3EHNDML0003169";"Moto légère";"10"
"439 559";"B";"2022";"Métropole";"M10RENVP000N268";"VT";"12"
"439 560";"A";"2022";"Métropole";"L3EHNDM2000U592";"Moto lourde";"5"
"439 560";"B";"2022";"Métropole";"N/A";"Autres";"N/A"
"439 562";"A";"2022";"Métropole";"L3EDUCM20001439";"Moto lourde";"0"
"439 562";"B";"2022";"Métropole";"M10MC3VPD04B112";"VT";"0"
"439 563";"A";"2022";"Métropole";"MRE5032EL547";"VT";"13"
"439 564";"A";"2022";"Métropole";"L3EHNDM2000K460";"Moto lourde";"8"
"439 565";"A";"2022";"Métropole";"MFD50E1CJ164";"VT";"14"
"439 566";"A";"2022";"Métropole";"M10MCDVPVN8R144";"VT";"4"
"439 567";"A";"2022";"Métropole";"M10RENVP003A579";"VT";"9"
"439 567";"B";"2022";"Métropole";"L3EYAMM2000Z329";"Moto lourde";"7"
"439 568";"A";"2022";"DOM";"N/A";"VT";"1"
"439 568";"B";"2022";"DOM";"N/A";"Moto lourde";"1"
"439 569";"A";"2022";"Autres OM";"KUN125LDTFSY";"VU";"5"
"439 569";"B";"2022";"Autres OM";"N/A";"VT";"19"
"439 569";"C";"2022";"Autres OM";"N/A";"VU";"16"
"439 570";"A";"2022";"Métropole";"N10PELCT626C674";"VU";"1"
"439 570";"B";"2022";"Métropole";"T10JHDTA000R359";"Autres";"10"
"439 571";"A";"2022";"Métropole";"L3EKTMML0009218";"Moto légère";"1"
"439 573";"A";"2022";"Autres OM";"M10CTRVP004X561";"VT";"9"
"439 573";"B";"2022";"Autres OM";"GUN126LDTTSX";"VU";"0"
"439 574";"A";"2022";"Métropole";"M10PGTVP129P910";"VT";"1"
"439 574";"B";"2022";"Métropole";"MJA3902JY131";"VT";"17"
"439 575";"A";"2022";"Métropole";"MCT5312MV051";"VT";"15"
"439 576";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"439 576";"B";"2022";"Métropole";"MCT7312S0529";"VT";"12"
"439 577";"B";"2022";"Métropole";"MVV1704LU440";"VT";"23"
"439 578";"A";"2022";"Métropole";"MBM5771C4229";"VT";"13"
"439 578";"B";"2022";"Métropole";"MBM5932DK057";"VT";"18"
"439 579";"A";"2022";"Métropole";"W1T9634031C0248";"PL";"1"
"439 579";"B";"2022";"Métropole";"N30VLVTR661R233";"PL";"8"
"439 579";"C";"2022";"Métropole";"WDB963406103184";"PL";"3"
"439 579";"D";"2022";"Métropole";"N30DFATRB61B472";"PL";"0"
"439 579";"E";"2022";"Métropole";"YS2R8X400092711";"PL";"1"
"439 579";"F";"2022";"Métropole";"N/A";"PL";"2"
"439 580";"A";"2022";"Métropole";"M10MAZVP000Z011";"VT";"11"
"439 581";"A";"2022";"Métropole";"N/A";"Moto lourde";"22"
"439 582";"A";"2022";"Métropole";"M10CTRVP069R077";"VT";"3"
"439 582";"B";"2022";"Métropole";"L3EKWAM20002275";"Moto lourde";"5"
"439 583";"A";"2022";"Métropole";"N10RENCT007B767";"VU";"10"
"439 583";"B";"2022";"Métropole";"MRE5536AS148";"VT";"13"
"439 584";"A";"2022";"Métropole";"M10RENVP0075049";"VT";"11"
"439 584";"B";"2022";"Métropole";"L1EPGGCL001R137";"Cyclo";"1"
"439 585";"A";"2022";"Autres OM";"N/A";"Moto lourde";"16"
"439 585";"B";"2022";"Autres OM";"L1EPGGCL000P913";"Cyclo";"0"
"439 585";"C";"2022";"Autres OM";"VF32M8HZFBY0399";"VT";"10"
"439 586";"A";"2022";"Métropole";"MJZ1312RJ608";"VT";"17"
"439 587";"A";"2022";"Métropole";"L3EHNDM2000G323";"Moto lourde";"9"
"439 587";"B";"2022";"Métropole";"N/A";"Indéterminable";"N/A"
"439 588";"A";"2022";"Métropole";"MFT5112H0948";"VT";"13"
"439 589";"A";"2022";"Métropole";"M10SETVP004C246";"VT";"5"
"439 590";"A";"2022";"Métropole";"L3EYAMML0008646";"Moto légère";"6"
"439 590";"B";"2022";"Métropole";"ZCFC355010D0095";"VU";"28"
"439 591";"A";"2022";"Métropole";"M10MCZVPAU7W240";"VT";"4"
"439 591";"B";"2022";"Métropole";"L3EKWAM1000J353";"Moto lourde";"1"
"439 592";"A";"2022";"Métropole";"L3EYAMM2000D889";"Moto lourde";"2"
"439 593";"A";"2022";"Métropole";"M10DACVP001J220";"VT";"4"
"439 593";"B";"2022";"Métropole";"M10PGTVP072Z529";"VT";"3"
"439 594";"A";"2022";"Métropole";"N/A";"Autres";"9"
"439 594";"B";"2022";"Métropole";"N/A";"Cyclo";"3"
"439 595";"A";"2022";"Métropole";"M10RENVP499V614";"VT";"5"
"439 596";"A";"2022";"Métropole";"L1EPGTCL0112550";"Cyclo";"4"
"439 596";"B";"2022";"Métropole";"L5EPGTTM099Z747";"Moto lourde";"0"
"439 597";"A";"2022";"Métropole";"LDL13K90U066";"Autres";"15"
"439 599";"A";"2022";"Métropole";"M10NSSVP052U657";"VT";"0"
"439 599";"B";"2022";"Métropole";"MVW11G2CJ572";"VT";"N/A"
"439 600";"A";"2022";"Métropole";"M10MCDVP008R862";"VT";"11"
"439 601";"A";"2022";"Métropole";"MRE3422E2010";"VT";"16"
"439 603";"B";"2022";"Métropole";"MPE1315MS201";"VT";"15"
"439 604";"A";"2022";"Métropole";"N/A";"VU";"20"
"439 605";"A";"2022";"Métropole";"M10JT0VP0153504";"VT";"6"
"439 606";"A";"2022";"Métropole";"M10PGTVP0052854";"VT";"8"
"439 607";"A";"2022";"Métropole";"M10RENVPD939959";"VT";"0"
"439 608";"A";"2022";"Métropole";"MCT1102P3962";"VT";"13"
"439 609";"A";"2022";"Métropole";"N/A";"Moto lourde";"7"
"439 609";"B";"2022";"Métropole";"N/A";"Moto lourde";"12"
"439 610";"B";"2022";"Métropole";"M10CTRVP122U986";"VT";"0"
"439 611";"A";"2022";"Métropole";"N/A";"VU";"14"
"439 612";"A";"2022";"Métropole";"M10DACVP0009696";"VT";"7"
"439 612";"B";"2022";"Métropole";"LMP91C10B104";"Cyclo";"12"
"439 613";"A";"2022";"Métropole";"M10VWGVPK72L032";"VT";"4"
"439 613";"B";"2022";"Métropole";"L1EAPRCL000U270";"Cyclo";"8"
"439 614";"A";"2022";"Métropole";"L1EBETCL000H071";"Cyclo";"6"
"439 614";"B";"2022";"Métropole";"M10JT0VP010F812";"VT";"7"
"439 615";"A";"2022";"Métropole";"U10RENVP382DP78";"VT";"8"
"439 616";"A";"2022";"Métropole";"M10CTRVP000W395";"VT";"12"
"439 616";"B";"2022";"Métropole";"M10DACVP001N224";"VT";"4"
"439 617";"A";"2022";"Métropole";"L3EBMWM20777491";"Moto lourde";"2"
"439 617";"B";"2022";"Métropole";"N/A";"VU";"2"
"439 617";"C";"2022";"Métropole";"L3EBMWM2080K088";"Moto lourde";"2"
"439 618";"A";"2022";"Métropole";"N30RENTR217D561";"PL";"9"
"439 618";"B";"2022";"Métropole";"MCT5104CW431";"VT";"21"
"439 618";"C";"2022";"Métropole";"M10PGTVP0857876";"VT";"1"
"439 619";"A";"2022";"Métropole";"M10MCDVPFX2H183";"VT";"8"
"439 620";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"439 621";"A";"2022";"Métropole";"LJS1AN405252";"Moto lourde";"16"
"439 621";"B";"2022";"Métropole";"M10RENVP000B123";"VT";"12"
"439 622";"A";"2022";"Métropole";"M10PGTVP0480227";"VT";"5"
"439 622";"B";"2022";"Métropole";"M10RENVP382H789";"VT";"7"
"439 623";"A";"2022";"Métropole";"N/A";"VT";"2"
"439 624";"A";"2022";"Métropole";"M10CPFVP0007846";"VT";"1"
"439 624";"B";"2022";"Métropole";"N/A";"Autres";"N/A"
"439 625";"A";"2022";"Métropole";"L3EYAMM1000T809";"Moto lourde";"4"
"439 625";"B";"2022";"Métropole";"M10PGTVP056P183";"VT";"4"
"439 626";"A";"2022";"Métropole";"M10DACVP000D154";"VT";"11"
"439 627";"A";"2022";"Métropole";"N/A";"VT";"2"
"439 627";"B";"2022";"Métropole";"N/A";"VU";"0"
"439 628";"A";"2022";"Métropole";"N/A";"VU";"3"
"439 628";"B";"2022";"Métropole";"MHY5222YF574";"VT";"13"
"439 629";"A";"2022";"Métropole";"M10RENVP538J405";"VT";"4"
"439 629";"B";"2022";"Métropole";"N/A";"PL";"14"
"439 630";"A";"2022";"Métropole";"N/A";"Autres";"21"
"439 631";"A";"2022";"Métropole";"M10DACVP001J220";"VT";"4"
"439 631";"B";"2022";"Métropole";"M10PGTVP0822461";"VT";"1"
"439 632";"A";"2022";"Métropole";"MRE5212ED970";"VT";"16"
"439 633";"A";"2022";"Métropole";"MCT5206LS501";"VT";"18"
"439 633";"B";"2022";"Métropole";"L5EBRPTM000C054";"Moto lourde";"6"
"439 634";"A";"2022";"Métropole";"M10PGTVP082A469";"VT";"0"
"439 635";"A";"2022";"Métropole";"M10VWGVPH67C252";"VT";"6"
"439 636";"A";"2022";"Métropole";"M10RENVPD23R039";"VT";"0"
"439 636";"B";"2022";"Métropole";"N/A";"Autres";"12"
"439 637";"A";"2022";"Métropole";"L1EPGTCL076J088";"Cyclo";"2"
"439 637";"B";"2022";"Métropole";"N/A";"PL";"12"
"439 638";"A";"2022";"Métropole";"N/A";"VT";"11"
"439 640";"A";"2022";"Métropole";"MAU5672F7195";"VT";"21"
"439 641";"A";"2022";"Métropole";"M10JT0VP001J304";"VT";"10"
"439 642";"A";"2022";"Métropole";"MPL53E6RK533";"VT";"14"
"439 643";"A";"2022";"Métropole";"M10PGTVP0061198";"VT";"8"
"439 644";"A";"2022";"Métropole";"L3ESUZM20011001";"Moto lourde";"2"
"439 644";"B";"2022";"Métropole";"VF320AHD2254025";"VT";"27"
"439 645";"A";"2022";"Métropole";"M10SMTVP000B194";"VT";"5"
"439 646";"A";"2022";"Métropole";"N/A";"VT";"19"
"439 647";"A";"2022";"Métropole";"N/A";"VT";"1"
"439 647";"B";"2022";"Métropole";"N/A";"VT";"17"
"439 648";"A";"2022";"Métropole";"M10PGTVP1251600";"VT";"0"
"439 649";"B";"2022";"Métropole";"L1EPGGCL000T141";"Cyclo";"7"
"439 649";"Z";"2022";"Métropole";"N/A";"VT";"N/A"
"439 650";"B";"2022";"Métropole";"N10RENCTA526088";"VU";"1"
"439 651";"A";"2022";"Métropole";"N/A";"VT";"3"
"439 652";"A";"2022";"Métropole";"M10PGTVP000Z820";"VT";"10"
"439 653";"A";"2022";"Métropole";"MRE5306AK551";"VT";"23"
"439 653";"B";"2022";"Métropole";"L3EBNLML000X222";"Moto légère";"0"
"439 654";"A";"2022";"Métropole";"N/A";"Moto lourde";"N/A"
"439 655";"A";"2022";"Métropole";"M10RENVP603R735";"VT";"2"
"439 656";"A";"2022";"Métropole";"M10RENVP0091237";"VT";"10"
"439 657";"A";"2022";"Métropole";"N10GPLCT0027443";"VU";"6"
"439 658";"A";"2022";"Métropole";"MCT7316VD107";"VT";"13"
"439 659";"A";"2022";"Métropole";"L3EKWAM1000Z298";"Moto lourde";"4"
"439 660";"A";"2022";"Métropole";"VF37B9HTC685086";"VT";"10"
"439 661";"B";"2022";"Métropole";"MRE1011FH170";"VT";"19"
"439 662";"A";"2022";"Métropole";"M10CTRVP012K310";"VT";"6"
"439 662";"B";"2022";"Métropole";"L3EKWAM2000F119";"Moto lourde";"8"
"439 663";"A";"2022";"Métropole";"MRE5036SP104";"VT";"12"
"439 663";"B";"2022";"Métropole";"MPE5002KB793";"VT";"18"
"439 663";"C";"2022";"Métropole";"N/A";"VT";"12"
"439 664";"A";"2022";"Métropole";"N/A";"Moto lourde";"9"
"439 664";"B";"2022";"Métropole";"N/A";"VT";"12"
"439 665";"A";"2022";"Métropole";"M10AUDVP006B710";"VT";"9"
"439 665";"B";"2022";"Métropole";"M10RENVP416R570";"VT";"7"
"439 666";"A";"2022";"Métropole";"N/A";"VT";"0"
"439 666";"B";"2022";"Métropole";"L1EPGTCL125G317";"Cyclo";"1"
"439 667";"A";"2022";"Métropole";"M10RENVP003A579";"VT";"9"
"439 668";"A";"2022";"Métropole";"MVW13H2KSJ09";"VT";"14"
"439 668";"B";"2022";"Métropole";"M10PGTVP048P288";"VT";"4"
"439 668";"C";"2022";"Métropole";"N/A";"VT";"N/A"
"439 668";"D";"2022";"Métropole";"N/A";"VT";"N/A"
"439 668";"E";"2022";"Métropole";"N/A";"VT";"N/A"
"439 668";"F";"2022";"Métropole";"N/A";"VT";"N/A"
"439 669";"B";"2022";"Métropole";"L5EPGGTM0019214";"Moto lourde";"1"
"439 670";"A";"2022";"Métropole";"M10RENVP4728762";"VT";"5"
"439 670";"B";"2022";"Métropole";"M10PELVP0017898";"VT";"11"
"439 671";"A";"2022";"Métropole";"N/A";"Cyclo";"0"
"439 671";"Z";"2022";"Métropole";"N/A";"VT";"N/A"
"439 672";"A";"2022";"Métropole";"M10VLVVP843R889";"VT";"8"
"439 672";"B";"2022";"Métropole";"L1ERJUCL000Y091";"Cyclo";"1"
"439 673";"Z";"2022";"Métropole";"M1GLDRVP000H188";"VT";"10"
"439 674";"B";"2022";"Métropole";"N/A";"VU";"3"
"439 675";"A";"2022";"Métropole";"N10CTRCT066V081";"VU";"3"
"439 675";"B";"2022";"Métropole";"N323/R5W1751152";"PL";"2"
"439 677";"A";"2022";"Métropole";"M10VWGVPG19M521";"VT";"6"
"439 677";"B";"2022";"Métropole";"LBT13L30S035";"Moto lourde";"15"
"439 678";"A";"2022";"Métropole";"M10VWGVPG19G612";"VT";"7"
"439 678";"B";"2022";"Métropole";"N/A";"Cyclo";"N/A"
"439 679";"A";"2022";"Métropole";"N/A";"VT";"15"
"439 681";"A";"2022";"Métropole";" M10CTRVP011E40";"VT";"8"
"439 682";"A";"2022";"Métropole";"M10PGTVP0113558";"VT";"7"
"439 682";"B";"2022";"Métropole";"M10PGTVP076N901";"VT";"2"
"439 683";"A";"2022";"Métropole";"MPE5202MV730";"VT";"17"
"439 684";"A";"2022";"Métropole";"L1EMSHCL000R164";"Cyclo";"3"
"439 684";"B";"2022";"Métropole";"N10CTRCT0088396";"VU";"6"
"439 685";"A";"2022";"Métropole";"L3EYAMML0016025";"Moto légère";"1"
"439 685";"B";"2022";"Métropole";"L1ECNBCL000C074";"Cyclo";"0"
"439 686";"A";"2022";"Métropole";"L3EHDAM2000E043";"Moto lourde";"12"
"439 687";"A";"2022";"DOM";"N/A";"Cyclo";"N/A"
"439 687";"B";"2022";"DOM";"MAU9592FK919";"VT";"18"
"439 688";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"439 689";"A";"2022";"Métropole";"L1ESYMCL000L519";"Cyclo";"0"
"439 690";"A";"2022";"DOM";"LMP21C10Y073";"Cyclo";"10"
"439 691";"A";"2022";"Métropole";"N30RENTR4330756";"PL";"7"
"439 691";"B";"2022";"Métropole";"M10NSSVP0013354";"VT";"10"
"439 693";"A";"2022";"Métropole";"M10HMCVP002S442";"VT";"4"
"439 693";"B";"2022";"Métropole";"MRE9011F8173";"VT";"18"
"439 694";"A";"2022";"Métropole";"M30888TC005X771";"TC";"1"
"439 695";"A";"2022";"Métropole";"MCT5302SA898";"VT";"14"
"439 695";"B";"2022";"Métropole";"MRE5022EW559";"VT";"14"
"439 697";"A";"2022";"Métropole";"L5EPGGTM000C969";"Moto lourde";"2"
"439 698";"A";"2022";"Métropole";"N/A";"VT";"12"
"439 699";"A";"2022";"Métropole";"L3EYAMM1000H966";"Moto lourde";"2"
"439 699";"B";"2022";"Métropole";"MPE5312P7207";"VT";"16"
"439 700";"A";"2022";"Métropole";"VF1BR1G0H402022";"VT";"13"
"439 701";"A";"2022";"Métropole";"L3EBMWM2014J857";"Moto lourde";"6"
"439 701";"B";"2022";"Métropole";"L1EVASCL000D440";"Cyclo";"0"
"439 702";"Z";"2022";"Métropole";"N/A";"Moto légère";"2"
"439 703";"A";"2022";"Métropole";" L1EYMSCL000J03";"Cyclo";"0"
"439 704";"A";"2022";"Métropole";"N10PGTCT071X464";"VU";"N/A"
"439 704";"B";"2022";"Métropole";"N/A";"VT";"5"
"439 705";"A";"2022";"Métropole";"N10RENCTA30G454";"VU";"2"
"439 706";"A";"2022";"Métropole";"M10PGTVP0480227";"VT";"5"
"439 706";"B";"2022";"Métropole";"MST5204CR129";"VT";"15"
"439 707";"A";"2022";"Métropole";"MCT5203C4758";"VT";"16"
"439 707";"B";"2022";"Métropole";"L1EFMPCL000T003";"Cyclo";"0"
"439 708";"B";"2022";"Métropole";"N10RENCT551J267";"VU";"3"
"439 709";"A";"2022";"Métropole";"M10DACVP0016886";"VT";"0"
"439 710";"A";"2022";"Métropole";"M10RENVPA68W099";"VT";"1"
"439 710";"B";"2022";"Métropole";"M10AUDVP032G664";"VT";"2"
"439 712";"A";"2022";"Métropole";"M10PELVP077W179";"VT";"9"
"439 713";"A";"2022";"Métropole";"M10MN1VP000S704";"VT";"10"
"439 713";"B";"2022";"Métropole";"M10PGTVP056M338";"VT";"4"
"439 714";"A";"2022";"Métropole";"N/A";"VT";"0"
"439 715";"A";"2022";"Métropole";"MMN5301AL200";"VT";"12"
"439 715";"B";"2022";"Métropole";"M10BMWVP056T289";"VT";"3"
"439 716";"Z";"2022";"Métropole";"M10JT0VP007P146";"VT";"8"
"439 717";"A";"2022";"Métropole";"N10RENCTD22L128";"VU";"0"
"439 718";"A";"2022";"Métropole";"L1EGVCCL000T103";"Cyclo";"3"
"439 719";"A";"2022";"Métropole";"N10VWGCTU33C498";"VU";"3"
"439 720";"A";"2022";"Métropole";"L3EHNDM2000U592";"Moto lourde";"5"
"439 720";"B";"2022";"Métropole";"N/A";"VT";"0"
"439 721";"A";"2022";"Métropole";"MPE1012S1786";"VT";"12"
"439 722";"A";"2022";"Métropole";"N/A";"Moto lourde";"0"
"439 722";"B";"2022";"Métropole";"M10PGTVP082G439";"VT";"1"
"439 723";"A";"2022";"DOM";"M10NSSVP000H685";"VT";"10"
"439 724";"A";"2022";"Métropole";"LGG92E202438";"Moto légère";"13"
"439 724";"B";"2022";"Métropole";"M10RENVP473J093";"VT";"5"
"439 725";"A";"2022";"Métropole";"N10PGTCT124W108";"VU";"0"
"439 726";"A";"2022";"Métropole";"N/A";"VT";"3"
"439 726";"B";"2022";"Métropole";"M10AUDVP041W696";"VT";"1"
"439 726";"C";"2022";"Métropole";"M10PGTVP0032177";"VT";"8"
"439 727";"A";"2022";"Métropole";"N/A";"PL";"17"
"439 729";"A";"2022";"Métropole";"L3EHNDML001G206";"Moto légère";"0"
"439 729";"Z";"2022";"Métropole";"MSE5342KM024";"VT";"14"
"439 730";"Z";"2022";"DOM";"N/A";"VU";"11"
"439 731";"A";"2022";"Métropole";"M10VWGVPY18C372";"VT";"0"
"439 732";"A";"2022";"Métropole";"LSEPGGTM0005635";"Moto lourde";"7"
"439 732";"B";"2022";"Métropole";"M10AUDVP008R372";"VT";"7"
"439 733";"B";"2022";"DOM";"M10RENVP5221439";"VT";"4"
"439 734";"A";"2022";"DOM";"MRE51165K746";"VT";"16"
"439 734";"B";"2022";"DOM";"M10HMCVP002B558";"VT";"2"
"439 735";"Z";"2022";"Métropole";"N/A";"VT";"N/A"
"439 736";"A";"2022";"Métropole";"M10MCDVPUL1C043";"VT";"6"
"439 736";"B";"2022";"Métropole";"L3EYAMML000L526";"Moto légère";"7"
"439 737";"A";"2022";"DOM";"M10BMWVP0326606";"VT";"6"
"439 737";"B";"2022";"DOM";"M10DACVP001X367";"VT";"2"
"439 738";"A";"2022";"Métropole";"L3EBMWM2034J546";"Moto lourde";"0"
"439 738";"B";"2022";"Métropole";"VK3M9TMUA32C64K";"VU";"3"
"439 739";"A";"2022";"Métropole";"MPE1111X4776";"VT";"13"
"439 740";"A";"2022";"Métropole";"M10RENVP538P411";"VT";"5"
"439 742";"A";"2022";"Métropole";"VF1EL0056513069";"VU";"1"
"439 742";"B";"2022";"Métropole";"VF610A366EDD007";"PL";"0"
"439 744";"A";"2022";"Métropole";"L5EPGGTM0005635";"Moto lourde";"7"
"439 745";"A";"2022";"Métropole";"L3EYAMM10003007";"Moto lourde";"10"
"439 746";"A";"2022";"Métropole";"L1EAPRCL000U489";"Cyclo";"2"
"439 747";"A";"2022";"Métropole";"N10FATCT102U823";"VU";"4"
"439 747";"B";"2022";"Métropole";"M10CTRVP072U393";"VT";"2"
"439 748";"A";"2022";"Métropole";"M10CTRVP0027731";"VT";"9"
"439 749";"A";"2022";"Métropole";"N/A";"Cyclo";"1"
"439 749";"B";"2022";"Métropole";"L5EPGGTM0016150";"Moto lourde";"0"
"439 750";"A";"2022";"Métropole";"MFD5161C2677";"VT";"19"
"439 750";"B";"2022";"Métropole";"N/A";"PL";"1"
"439 750";"C";"2022";"Métropole";"N/A";"VT";"0"
"439 750";"D";"2022";"Métropole";"N/A";"VT";"1"
"439 751";"A";"2022";"Métropole";"N10RENCTA482722";"VU";"2"
"439 752";"A";"2022";"Métropole";"N/A";"Moto lourde";"1"
"439 752";"B";"2022";"Métropole";"N10RENCT500J864";"VU";"5"
"439 753";"A";"2022";"Métropole";"M10VWGVPH14X730";"VT";"7"
"439 753";"B";"2022";"Métropole";"L3EHNDM10015287";"Moto lourde";"0"
"439 754";"A";"2022";"Métropole";"N/A";"PL";"2"
"439 754";"B";"2022";"Métropole";"M10RENVPB83J839";"VT";"1"
"439 754";"C";"2022";"Métropole";"M10DACVP0005133";"VT";"11"
"439 755";"A";"2022";"Métropole";"MCT7316VD107";"VT";"N/A"
