"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"CNIT";"Catégorie véhicule";"Age véhicule"
"423 535";"A";"2022";"Métropole";"L3EHNDM20012283";"Moto lourde";"0"
"423 535";"B";"2022";"Métropole";"M10JT0VP0379197";"VT";"0"
"423 536";"B";"2022";"Métropole";"M10WASVS000U582";"PL";"1"
"423 537";"A";"2022";"Métropole";"MJN1102D3700";"VT";"22"
"423 537";"B";"2022";"Métropole";"M10VWGVPW738879";"VT";"1"
"423 538";"A";"2022";"Métropole";"N/A";"Autres";"50"
"423 539";"A";"2022";"Métropole";"M10PGTVP000Y370";"VT";"12"
"423 539";"B";"2022";"Métropole";"N/A";"VT";"N/A"
"423 540";"A";"2022";"Métropole";"M10RENVP382C784";"VT";"8"
"423 540";"B";"2022";"Métropole";"MPL5396RT082";"VT";"18"
"423 542";"A";"2022";"Métropole";"N/A";"VU";"14"
"423 542";"B";"2022";"Métropole";"M10PGTVP015A658";"VT";"7"
"423 543";"A";"2022";"Métropole";"M10PGTVP0778727";"VT";"2"
"423 545";"A";"2022";"Métropole";"MJZ1114NP670";"VT";"16"
"423 546";"A";"2022";"Métropole";"N/A";"VU";"16"
"423 546";"B";"2022";"Métropole";"N/A";"Autres";"1"
"423 547";"A";"2022";"Métropole";"LJS92E20K377";"Moto légère";"13"
"423 548";"A";"2022";"Métropole";"N/A";"Moto légère";"0"
"423 548";"B";"2022";"Métropole";"N/A";"VT";"16"
"423 550";"A";"2022";"Métropole";"M10RENVP3765855";"VT";"8"
"423 551";"A";"2022";"Métropole";"N/A";"Cyclo";"19"
"423 551";"B";"2022";"Métropole";"M10DACVP0008925";"VT";"6"
"423 552";"A";"2022";"Métropole";"L3EBMWM2062L132";"Moto lourde";"2"
"423 552";"B";"2022";"Métropole";"L3EBMWM20598740";"Moto lourde";"3"
"423 553";"B";"2022";"Métropole";"N10CTRCT117V698";"VU";"0"
"423 554";"A";"2022";"Métropole";"N10RENCT305N966";"VU";"9"
"423 555";"A";"2022";"Métropole";"L3EYAMML0004800";"Moto légère";"3"
"423 556";"A";"2022";"Métropole";"M10AUDVP0071347";"VT";"9"
"423 556";"B";"2022";"Métropole";"M1GBMWVP090R915";"VT";"0"
"423 557";"A";"2022";"Métropole";"MPE1101KD641";"VT";"20"
"423 559";"A";"2022";"Métropole";"M10PGTVP006C184";"VT";"8"
"423 560";"A";"2022";"Métropole";"M10PGTVP000W817";"VT";"11"
"423 561";"A";"2022";"Métropole";"MVW55H6WG956";"VT";"19"
"423 561";"B";"2022";"Métropole";"LJS12E20V130";"Moto légère";"N/A"
"423 562";"A";"2022";"Métropole";"MFD14D2S9755";"VT";"16"
"423 562";"B";"2022";"Métropole";"M10CTRVP0714404";"VT";"3"
"423 563";"A";"2022";"Métropole";"LJS14L307228";"Moto lourde";"17"
"423 563";"B";"2022";"Métropole";"M10PGTVP0061198";"VT";"8"
"423 564";"A";"2022";"Métropole";"L3EHNDML000W999";"Moto légère";"1"
"423 565";"A";"2022";"Métropole";"LHD17N404370";"Moto lourde";"14"
"423 565";"B";"2022";"Métropole";"M10RENVP334U717";"VT";"8"
"423 566";"A";"2022";"Métropole";"M10K1AVP0028891";"VT";"3"
"423 568";"A";"2022";"Métropole";"N/A";"TC";"12"
"423 569";"A";"2022";"Métropole";"M10CTRVP0001400";"VT";"12"
"423 571";"A";"2022";"Métropole";"LPE91C109398";"Cyclo";"1"
"423 571";"B";"2022";"Métropole";" M10SMTVP000S05";"VT";"11"
"423 572";"A";"2022";"Métropole";"M10PGTVP015A658";"VT";"7"
"423 572";"B";"2022";"Métropole";"M10CTRVP000W395";"VT";"12"
"423 573";"A";"2022";"Métropole";"VF1SBR7EF323557";"VT";"17"
"423 573";"B";"2022";"Métropole";"VF620M869HB0021";"PL";"4"
"423 574";"A";"2022";"Métropole";"M10RENVP000Y013";"VT";"11"
"423 575";"A";"2022";"Autres OM";"MLHMC41A4B50038";"Moto lourde";"3"
"423 575";"B";"2022";"Autres OM";"LETYECA298HN066";"VU";"13"
"423 576";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"423 577";"A";"2022";"Métropole";"MCT1102GA554";"VT";"19"
"423 578";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"423 578";"B";"2022";"Métropole";"N/A";"Cyclo";"N/A"
"423 579";"A";"2022";"Métropole";"M10DACVP000A733";"VT";"8"
"423 579";"B";"2022";"Métropole";"MPE5314YE819";"VT";"12"
"423 580";"A";"2022";"Métropole";"M10PGTVP1237317";"VT";"1"
"423 580";"B";"2022";"Métropole";"L3EKWAM1000P323";"Moto lourde";"1"
"423 581";"A";"2022";"Métropole";"M10HNDVP0001221";"VT";"10"
"423 581";"B";"2022";"Métropole";"L3EKWAM2000R166";"Moto lourde";"8"
"423 582";"A";"2022";"Métropole";"MPE1211T3320";"VT";"15"
"423 583";"A";"2022";"Métropole";"M10CTRVP000P557";"VT";"11"
"423 583";"B";"2022";"Métropole";" N10RENCT520V68";"VU";"5"
"423 583";"Z";"2022";"Métropole";" M10RENVPA39259";"VT";"2"
"423 584";"A";"2022";"Métropole";"MMB96H4YQT43";"VT";"13"
"423 584";"B";"2022";"Métropole";"VF1BA0U05153801";"VT";"25"
"423 585";"A";"2022";"Métropole";"M10PGTVP028E746";"VT";"7"
"423 586";"A";"2022";"Métropole";"N/A";"VU";"6"
"423 586";"B";"2022";"Métropole";"XLRAEM3700G0855";"PL";"6"
"423 586";"C";"2022";"Métropole";"N/A";"PL";"6"
"423 587";"A";"2022";"Métropole";"N10CTRCT0710954";"VU";"1"
"423 588";"A";"2022";"Métropole";"M10CTRVP0694794";"VT";"3"
"423 589";"A";"2022";"Métropole";"MPE5202K2545";"VT";"20"
"423 590";"A";"2022";"Métropole";"N/A";"Moto légère";"18"
"423 591";"A";"2022";"Métropole";"M10PELVP0177239";"VT";"10"
"423 592";"A";"2022";"Métropole";"M10RENVPE006967";"VT";"0"
"423 592";"B";"2022";"Métropole";"M10RENVP500P607";"VT";"5"
"423 593";"A";"2022";"Métropole";"M30888TC000S771";"TC";"6"
"423 594";"A";"2022";"Métropole";"MCT5206LR500";"VT";"21"
"423 595";"A";"2022";"Métropole";"N/A";"Autres";"8"
"423 597";"A";"2022";"Métropole";"L5EKYMTM0003772";"Moto lourde";"0"
"423 598";"A";"2022";"Métropole";"M10PGTVP028R759";"VT";"6"
"423 598";"B";"2022";"Métropole";"M10PGTVP0018440";"VT";"10"
"423 599";"A";"2022";"Métropole";"N/A";"Cyclo";"21"
"423 599";"B";"2022";"Métropole";"M10JT0VP034Z747";"VT";"1"
"423 600";"A";"2022";"Métropole";"L3EBMWM20754914";"Moto lourde";"1"
"423 602";"A";"2022";"Métropole";"L3EKWAM2000X076";"Moto lourde";"10"
"423 602";"B";"2022";"Métropole";"N/A";"Moto lourde";"N/A"
"423 603";"A";"2022";"Métropole";"IS35CI2AAID11A1";"VU";"2"
"423 603";"B";"2022";"Métropole";"L5EPGGTM0008347";"Moto lourde";"10"
"423 604";"A";"2022";"Métropole";"MVW53J2K7737";"VT";"17"
"423 605";"A";"2022";"Métropole";"N/A";"VT";"7"
"423 606";"A";"2022";"Métropole";"MRE1001EL043";"VT";"22"
"423 607";"A";"2022";"Métropole";"L1ERJUCL000Y019";"Cyclo";"5"
"423 607";"B";"2022";"Métropole";"M10PGTVP004C477";"VT";"9"
"423 607";"C";"2022";"Métropole";"MLD8804B9522";"VT";"16"
"423 608";"A";"2022";"Métropole";"N/A";"Moto lourde";"23"
"423 609";"A";"2022";"Métropole";"L5EPGGTM000H902";"Moto lourde";"2"
"423 611";"A";"2022";"Métropole";"N/A";"Moto légère";"22"
"423 612";"A";"2022";"Métropole";"M10NFNVP000R081";"VT";"8"
"423 614";"A";"2022";"Métropole";"M10DACVP0010758";"VT";"1"
"423 614";"B";"2022";"Métropole";"N10MCZCT069A383";"VU";"4"
"423 615";"A";"2022";"Métropole";"N/A";"Cyclo";"4"
"423 615";"B";"2022";"Métropole";"N10RENCT533H344";"VU";"4"
"423 616";"B";"2022";"Métropole";"M10PGTVP006B183";"VT";"8"
"423 617";"A";"2022";"Métropole";"L3EBMWM2016Y579";"Moto lourde";"6"
"423 619";"A";"2022";"Métropole";"MMB52H2PQ369";"VT";"18"
"423 619";"B";"2022";"Métropole";"M10RENVP407Z516";"VT";"7"
"423 620";"A";"2022";"Métropole";"MCT7001RG798";"VT";"18"
"423 621";"A";"2022";"Métropole";"MPE1301MS731";"VT";"18"
"423 621";"B";"2022";"Métropole";"L3EYAMM20008690";"Moto lourde";"5"
"423 622";"A";"2022";"Métropole";"N10VWGCTD54E938";"VU";"7"
"423 622";"B";"2022";"Métropole";"L3EDUCM2000Y242";"Moto lourde";"3"
"423 623";"A";"2022";"Autres OM";"MJN8714TP860";"VT";"16"
"423 624";"A";"2022";"Métropole";"MPE5202K2545";"VT";"18"
"423 625";"A";"2022";"Métropole";"N/A";"PL";"0"
"423 625";"B";"2022";"Métropole";"VF3WC8HZC341694";"VT";"14"
"423 625";"C";"2022";"Métropole";"N10RENCT500J828";"VU";"5"
"423 626";"A";"2022";"Métropole";"VF1CR1G0H411938";"VT";"12"
"423 626";"B";"2022";"Métropole";"VF15RJL0H529841";"VT";"2"
"423 627";"A";"2022";"Métropole";"MPC4904KV494";"VT";"17"
"423 627";"B";"2022";"Métropole";"LRJ11C10C048";"Cyclo";"13"
"423 628";"A";"2022";"Métropole";"M10PGTVP000U136";"VT";"10"
"423 628";"B";"2022";"Métropole";"MMB56H3VCM45";"VT";"11"
"423 629";"A";"2022";"Métropole";"M10RENVP473A084";"VT";"5"
"423 630";"A";"2022";"Métropole";"M10VWGVP021R164";"VT";"10"
"423 630";"B";"2022";"Métropole";"M10DACVP000Z819";"VT";"7"
"423 631";"A";"2022";"Métropole";"M30HEUTC0025582";"TC";"5"
"423 631";"B";"2022";"Métropole";"M10VWGVPD63M877";"VT";"6"
"423 632";"A";"2022";"Métropole";"MPL54B6MD400";"VT";"16"
"423 633";"A";"2022";"Métropole";"M10VWGVPT45K640";"VT";"3"
"423 633";"B";"2022";"Métropole";"LYM92E20V267";"Moto légère";"14"
"423 634";"A";"2022";"Métropole";"M10PGTVP0480227";"VT";"4"
"423 635";"A";"2022";"Métropole";"M10DACVP0005667";"VT";"8"
"423 636";"A";"2022";"Métropole";"N/A";"VT";"12"
"423 636";"B";"2022";"Métropole";"MBM5812DN471";"VT";"N/A"
"423 637";"A";"2022";"Métropole";"M10SUZVP0005634";"VT";"7"
"423 637";"B";"2022";"Métropole";"M10PGTVP077J447";"VT";"0"
"423 638";"A";"2022";"DOM";"M10VWGVPT86N771";"VT";"3"
"423 638";"B";"2022";"DOM";"MPE5315TJ378";"VT";"15"
"423 639";"A";"2022";"Métropole";"MPE5202A5813";"VT";"20"
"423 640";"A";"2022";"Métropole";"M10AUDVP011T274";"VT";"6"
"423 640";"B";"2022";"Métropole";"M10PGTVP082J672";"VT";"2"
"423 641";"A";"2022";"Métropole";"N10RENCTD97M929";"VU";"0"
"423 641";"B";"2022";"Métropole";"MCT5204CV941";"VT";"16"
"423 642";"A";"2022";"Métropole";"MCT1012TD456";"VT";"12"
"423 644";"A";"2022";"Métropole";"M10SETVP003W292";"VT";"6"
"423 645";"A";"2022";"Métropole";"MCT5202PQ830";"VT";"18"
"423 645";"B";"2022";"Métropole";"MCT5002PH841";"VT";"18"
"423 645";"C";"2022";"Métropole";"MFT5224P7447";"VT";"13"
"423 646";"A";"2022";"Métropole";"M10HMCVP002P863";"VT";"1"
"423 647";"A";"2022";"Métropole";"N10RENCT558C605";"VU";"3"
"423 647";"B";"2022";"Métropole";"M10MAZVP0024014";"VT";"1"
"423 648";"A";"2022";"Métropole";"N/A";"Moto lourde";"28"
"423 648";"B";"2022";"Métropole";"L3EHDAM20006326";"Moto lourde";"7"
"423 648";"C";"2022";"Métropole";"L3EHDAM20000259";"Moto lourde";"7"
"423 649";"A";"2022";"Métropole";"L3EKYMML000T549";"Moto légère";"3"
"423 649";"Z";"2022";"Métropole";"N/A";"Moto lourde";"N/A"
"423 650";"A";"2022";"Métropole";"M10BMWVP073V141";"VT";"1"
"423 650";"B";"2022";"Métropole";"M10CTRVP039J900";"VT";"7"
"423 651";"A";"2022";"Métropole";"MDD5204BL037";"VT";"13"
"423 652";"A";"2022";"Métropole";"L3EELYML0008025";"Moto légère";"0"
"423 654";"A";"2022";"Métropole";"L1EAPRCL000U489";"Cyclo";"1"
"423 654";"B";"2022";"Métropole";"VF1C06C05261216";"VT";"20"
"423 655";"A";"2022";"Métropole";"L3EYAMM2000C924";"Moto lourde";"3"
"423 656";"A";"2022";"Métropole";"N/A";"Autres";"24"
"423 656";"B";"2022";"Métropole";"N10FRDCT4339930";"VU";"1"
"423 657";"A";"2022";"Métropole";"MCT5202SY896";"VT";"14"
"423 657";"B";"2022";"Métropole";"M10JAGVP0006004";"VT";"12"
"423 658";"A";"2022";"Métropole";"M10ALFVP000D567";"VT";"5"
"423 658";"B";"2022";"Métropole";"N/A";"Moto lourde";"35"
"423 659";"A";"2022";"Métropole";"L5EPGGTM000H902";"Moto lourde";"3"
"423 660";"A";"2022";"Métropole";"N/A";"VU";"4"
"423 660";"B";"2022";"Métropole";"N/A";"VU";"7"
"423 661";"A";"2022";"Métropole";"N/A";"VT";"27"
"423 661";"B";"2022";"Métropole";"N/A";"VT";"23"
"423 663";"A";"2022";"Métropole";"M10RENVP603N732";"VT";"3"
"423 663";"B";"2022";"Métropole";"M10FRDVP2052209";"VT";"4"
"423 665";"A";"2022";"Métropole";"M10CTRVP042W267";"VT";"5"
"423 665";"B";"2022";"Métropole";"L5EPGGTM000Y858";"Moto lourde";"3"
"423 666";"A";"2022";"Métropole";"MFD1342SB953";"VT";"21"
"423 667";"A";"2022";"Métropole";" 	M10MCDVPKP6P4";"VT";"7"
"423 668";"A";"2022";"Métropole";"LYM1AM40K280";"Moto lourde";"16"
"423 669";"A";"2022";"Métropole";"M10CTRVP0435954";"VT";"4"
"423 670";"A";"2022";"Métropole";"VF37ANFZ2300303";"VT";"29"
"423 671";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"423 671";"B";"2022";"Métropole";"N10PGTCT077D280";"VU";"2"
"423 671";"C";"2022";"Métropole";"N/A";"VT";"N/A"
"423 672";"A";"2022";"Métropole";"MFD50E2U9195";"VT";"15"
"423 673";"A";"2022";"DOM";"M10SKDVP001P781";"VT";"10"
"423 673";"B";"2022";"DOM";"MBM8754KE861";"VT";"13"
"423 674";"A";"2022";"Métropole";"M10MTSVP002D388";"VT";"8"
"423 675";"A";"2022";"Métropole";"N/A";"Cyclo";"0"
"423 676";"A";"2022";"Métropole";"MPE1505KW648";"VT";"17"
"423 677";"A";"2022";"Métropole";"M10VWGVPF76W978";"VT";"7"
"423 677";"B";"2022";"Métropole";"M10FRDVP2233361";"VT";"3"
"423 678";"A";"2022";"Métropole";"L3EDUCM20004054";"Moto lourde";"8"
"423 679";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"423 679";"B";"2022";"Métropole";"L3EHNDML0008368";"Moto légère";"8"
"423 681";"A";"2022";"Métropole";"MMB53T4YX156";"VT";"14"
"423 681";"B";"2022";"Métropole";"LKY91C10T286";"Cyclo";"11"
"423 683";"A";"2022";"Métropole";"L3EBMWM2069J062";"Moto lourde";"2"
"423 683";"B";"2022";"Métropole";"M10PGTVP028R917";"VT";"6"
"423 684";"A";"2022";"Métropole";"M10RENVP003L845";"VT";"10"
"423 685";"A";"2022";"Métropole";"M10RENVPB83J839";"VT";"1"
"423 687";"A";"2022";"Métropole";"M1GLDRVP0045003";"VT";"1"
"423 688";"A";"2022";"Métropole";"MPL51E2FA448";"VT";"15"
"423 689";"A";"2022";"Métropole";"N/A";"VT";"2"
"423 689";"B";"2022";"Métropole";"MRE1322E9554";"VT";"14"
"423 690";"A";"2022";"Métropole";"M10JT0VP021G996";"VT";"3"
"423 691";"A";"2022";"Métropole";"MFT11211V512";"VT";"12"
"423 691";"B";"2022";"Métropole";"L3EYAMM1000J931";"Moto lourde";"3"
"423 692";"A";"2022";"DOM";"L3EKTMM2000Z033";"Moto lourde";"8"
"423 692";"B";"2022";"DOM";"M10CTRVP0431950";"VT";"4"
"423 693";"A";"2022";"Métropole";"M10DACVP001N224";"VT";"5"
"423 693";"B";"2022";"Métropole";"N10VWGCTR43L678";"VU";"3"
"423 694";"A";"2022";"Métropole";"MPE5002JR228";"VT";"27"
"423 695";"A";"2022";"Métropole";"M10FATVP090M126";"VT";"4"
"423 696";"A";"2022";"Métropole";"MRE5222AY775";"VT";"13"
"423 696";"B";"2022";"Métropole";"L6EAXA4M000R214";"Autres";"7"
"423 697";"A";"2022";"Métropole";"L3ETPHM2000R448";"Moto lourde";"7"
"423 698";"A";"2022";"Métropole";"N/A";"VU";"1"
"423 698";"B";"2022";"Métropole";"N/A";"Moto lourde";"0"
"423 698";"C";"2022";"Métropole";"N/A";"Moto lourde";"0"
"423 698";"D";"2022";"Métropole";"N/A";"Moto lourde";"1"
"423 700";"A";"2022";"Métropole";"MJM5316L0272";"VT";"18"
"423 700";"B";"2022";"Métropole";"M10VWGVPH58W078";"VT";"7"
"423 702";"A";"2022";"Métropole";"MRE1011EF485";"VT";"16"
"423 702";"B";"2022";"Métropole";"L3EBMWM2067E350";"Moto lourde";"1"
"423 703";"A";"2022";"Métropole";"N/A";"Cyclo";"N/A"
"423 703";"B";"2022";"Métropole";"MCT5316VP063";"VT";"14"
"423 704";"A";"2022";"Métropole";"M10CTRVP122V987";"VT";"0"
"423 705";"A";"2022";"Métropole";"N/A";"VU";"8"
"423 706";"A";"2022";"Métropole";" M10RENVP161L72";"VT";"9"
"423 706";"Z";"2022";"Métropole";"N/A";"VT";"N/A"
"423 707";"A";"2022";"Métropole";"MRE1121FD798";"VT";"14"
"423 707";"B";"2022";"Métropole";"MRE1002EH037";"VT";"21"
"423 708";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"423 709";"A";"2022";"Métropole";"MJN1422VR419";"VT";"12"
"423 709";"B";"2022";"Métropole";"L3EYAMM20019011";"Moto lourde";"0"
"423 710";"A";"2022";"Métropole";"M10SUZVP001R072";"VT";"3"
"423 711";"A";"2022";"Métropole";"M10PGTVP0113558";"VT";"7"
"423 712";"A";"2022";"Métropole";"L3ELGJML000A234";"Moto légère";"1"
"423 712";"B";"2022";"Métropole";"VF38DBHZTHL0093";"VT";"4"
"423 713";"A";"2022";"Métropole";"N10CTRCT0669059";"VU";"3"
"423 714";"A";"2022";"Métropole";"MJH5606V3471";"VT";"14"
"423 715";"A";"2022";"Métropole";"L1EPGTCL1231861";"Cyclo";"1"
"423 715";"B";"2022";"Métropole";"M10FRDVP210M066";"VT";"4"
"423 716";"A";"2022";"Métropole";"N30MCZTRCF7Z352";"PL";"3"
"423 716";"B";"2022";"Métropole";"M10PGTVP0480227";"VT";"4"
"423 717";"A";"2022";"Métropole";"M10RENVPA68D673";"VT";"1"
"423 717";"B";"2022";"Métropole";"MCT5316V6106";"VT";"14"
"423 718";"A";"2022";"Métropole";"N/A";"VT";"17"
"423 719";"A";"2022";"Métropole";"MPE5302A8357";"VT";"22"
"423 719";"B";"2022";"Métropole";"M10AAUDVP094068";"VT";"0"
"423 719";"C";"2022";"Métropole";"M10RENVP0037734";"VT";"11"
"423 720";"A";"2022";"Métropole";"M1GVWGVP8063212";"VT";"7"
"423 720";"B";"2022";"Métropole";"N/A";"VT";"N/A"
"423 721";"A";"2022";"Métropole";"M10CTRVP0009674";"VT";"11"
"423 721";"B";"2022";"Métropole";"M10PELVP0461786";"VT";"10"
"423 722";"A";"2022";"DOM";"M10RENVPA533536";"VT";"2"
"423 722";"B";"2022";"DOM";"N/A";"Moto lourde";"N/A"
"423 723";"A";"2022";"Métropole";"M10PGTVP045J830";"VT";"5"
"423 724";"A";"2022";"Métropole";"M10PGTVP0004207";"VT";"10"
"423 725";"A";"2022";"Métropole";" VTMRC47A0WE200";"Moto lourde";"24"
"423 725";"B";"2022";"Métropole";"M10LEXVP0030371";"VT";"1"
"423 726";"A";"2022";"Métropole";"M10RENVP954N514";"VT";"2"
"423 727";"A";"2022";"Métropole";"VF1C57D05108629";"VT";"29"
"423 728";"A";"2022";"Métropole";"N10MCZCT012J376";"VU";"2"
"423 728";"B";"2022";"Métropole";"MRE5012E8572";"VT";"17"
"423 729";"A";"2022";"Métropole";"N/A";"VT";"15"
"423 729";"B";"2022";"Métropole";"MPL53E6RK533";"VT";"14"
"423 730";"A";"2022";"Métropole";"L3EBMWM2040N871";"Moto lourde";"4"
"423 730";"B";"2022";"Métropole";"N10RENCT423E063";"VU";"6"
"423 730";"C";"2022";"Métropole";"M10PGTVP056B169";"VT";"4"
"423 730";"D";"2022";"Métropole";"M10HMCVP003W700";"VT";"1"
"423 731";"A";"2022";"Métropole";"M10AUDVP003J624";"VT";"11"
"423 733";"A";"2022";"Métropole";"MRE1306AZ772";"VT";"22"
"423 733";"B";"2022";"Métropole";"M10VWGVPE49N654";"VT";"7"
"423 736";"A";"2022";"Métropole";"N/A";"Cyclo";"1"
"423 736";"B";"2022";"Métropole";"N/A";"VU";"1"
"423 737";"A";"2022";"Métropole";"MPE5203GE487";"VT";"21"
"423 738";"A";"2022";"Métropole";"N10VWGCT013U585";"VU";"11"
"423 738";"B";"2022";"Métropole";"L3EYAMM2000E732";"Moto lourde";"4"
"423 739";"A";"2022";"Métropole";"VF12RFL1H506252";"VT";"8"
"423 740";"A";"2022";"Métropole";"N10CTRCT087W449";"VU";"1"
"423 741";"A";"2022";"Métropole";"MFT1022E4419";"VT";"12"
"423 742";"A";"2022";"Métropole";"LMP21C10H056";"Cyclo";"9"
"423 742";"B";"2022";"Métropole";"M10RENVPD29W171";"VT";"0"
"423 743";"B";"2022";"Métropole";"MRE5516AE876";"VT";"15"
"423 744";"A";"2022";"Métropole";"M10PGTVP0003691";"VT";"10"
"423 746";"A";"2022";"Métropole";"N/A";"VU";"18"
"423 747";"A";"2022";"Métropole";"N/A";"Moto légère";"1"
"423 748";"A";"2022";"Métropole";"LDB11C10U163";"Cyclo";"12"
"423 749";"A";"2022";"Métropole";"LGG91C10P660";"Cyclo";"10"
"423 750";"A";"2022";"Métropole";"M10JT0VP0088904";"VT";"7"
"423 750";"B";"2022";"Métropole";"LGG91C10G651";"Cyclo";"8"
"423 751";"A";"2022";"Métropole";"M10PGTVP082F474";"VT";"1"
"423 752";"A";"2022";"Métropole";"M10K1AVP002T973";"VT";"3"
"423 753";"A";"2022";"Métropole";"LRJ11C100097";"Cyclo";"12"
"423 753";"B";"2022";"Métropole";"MRE5236ST222";"VT";"14"
"423 754";"A";"2022";"Métropole";"N/A";"VT";"8"
"423 755";"A";"2022";"Métropole";"N/A";"PL";"N/A"
"423 756";"A";"2022";"Métropole";"MRE5031FW462";"VT";"13"
"423 757";"A";"2022";"Métropole";"M10PGTVP0066178";"VT";"9"
"423 758";"A";"2022";"Métropole";"MPE1212TL275";"VT";"15"
"423 759";"A";"2022";"Métropole";"M10DACVP0019113";"VT";"6"
"423 759";"B";"2022";"Métropole";"N/A";"VT";"16"
"423 761";"A";"2022";"Métropole";"M10NSSVP000G684";"VT";"11"
"423 761";"B";"2022";"Métropole";"MVW53A2CQX40";"VT";"16"
"423 761";"C";"2022";"Métropole";"M10FRDVP178G322";"VT";"5"
"423 762";"A";"2022";"Métropole";"M10MCDVPUW4S081";"VT";"3"
"423 763";"A";"2022";"Métropole";"M10MCDVPUW4A063";"VT";"5"
"423 763";"B";"2022";"Métropole";"M10RENVP002R392";"VT";"10"
"423 763";"C";"2022";"Métropole";"M10JT0VP017W373";"VT";"4"
"423 763";"D";"2022";"Métropole";"M10RENVP168X825";"VT";"9"
"423 765";"A";"2022";"Métropole";"M10BMWVP062P958";"VT";"2"
"423 766";"A";"2022";"Métropole";"N/A";"TC";"2"
"423 767";"A";"2022";"Métropole";"M10FRDVP0029261";"VT";"10"
"423 768";"Z";"2022";"Métropole";"N/A";"VT";"22"
"423 769";"A";"2022";"Métropole";"MRE1202AZ657";"VT";"22"
"423 770";"A";"2022";"Métropole";"N/A";"Moto légère";"11"
"423 771";"A";"2022";"Métropole";"MRE5412AE348";"VT";"19"
"423 771";"B";"2022";"Métropole";"L3EYAMM2000F769";"Moto lourde";"4"
"423 772";"A";"2022";"Métropole";"N/A";"VT";"7"
"423 772";"B";"2022";"Métropole";"N/A";"VT";"9"
"423 772";"C";"2022";"Métropole";"N/A";"VT";"9"
"423 773";"A";"2022";"Métropole";"N/A";"VT";"19"
"423 773";"B";"2022";"Métropole";"N/A";"Cyclo";"19"
"423 774";"A";"2022";"Métropole";"M10RENVP003A579";"VT";"10"
"423 775";"A";"2022";"Métropole";"MRE1012EE457";"VT";"17"
"423 776";"A";"2022";"Métropole";"L3ESYMML000F175";"Moto légère";"8"
"423 777";"A";"2022";"Métropole";"LGL94H30J151";"Moto lourde";"10"
"423 777";"B";"2022";"Métropole";"N10RENCT004J026";"VU";"9"
"423 778";"A";"2022";"Métropole";"M10PGTVP072L224";"VT";"3"
"423 780";"A";"2022";"Métropole";"MRE5002EK998";"VT";"20"
"423 781";"A";"2022";"Métropole";"MPE1212TE329";"VT";"14"
"423 781";"B";"2022";"Métropole";"MCT1002BJ408";"VT";"22"
"423 782";"A";"2022";"Métropole";"N/A";"VT";"3"
"423 782";"B";"2022";"Métropole";"N/A";"VT";"13"
"423 783";"A";"2022";"Métropole";"LKY92E20P496";"Moto légère";"12"
"423 784";"A";"2022";"Métropole";"N/A";"VT";"6"
"423 785";"A";"2022";"Métropole";"M10DACVP000C020";"VT";"12"
"423 785";"B";"2022";"Métropole";"MJN5112DW752";"VT";"17"
"423 786";"A";"2022";"Métropole";"MPE1112KA247";"VT";"16"
"423 787";"Z";"2022";"Métropole";"N/A";"VT";"N/A"
"423 788";"A";"2022";"Métropole";"N/A";"Moto lourde";"5"
"423 789";"A";"2022";"Métropole";"M10LEXVP004Z078";"VT";"0"
"423 789";"B";"2022";"Métropole";"M10VWGVP011Z146";"VT";"10"
"423 791";"A";"2022";"Métropole";"MRE5222EF558";"VT";"15"
"423 791";"B";"2022";"Métropole";"L6ELGR4M000R081";"Autres";"10"
"423 792";"A";"2022";"Métropole";"L3EBKVML0001025";"Moto légère";"1"
"423 792";"B";"2022";"Métropole";"MBM5554N7007";"VT";"14"
"423 793";"A";"2022";"Métropole";"N/A";"VU";"4"
"423 793";"B";"2022";"Métropole";"M10PGTVP077M450";"VT";"3"
"423 793";"C";"2022";"Métropole";"M10RENVP168X825";"VT";"9"
"423 794";"A";"2022";"Métropole";"N/A";"VT";"5"
"423 794";"B";"2022";"Métropole";"N/A";"Moto légère";"N/A"
"423 795";"A";"2022";"Métropole";"L3EDUCM2000L035";"Moto lourde";"11"
"423 796";"A";"2022";"Métropole";"N10VECCTAA62531";"VU";"3"
"423 797";"A";"2022";"Métropole";"L3EKTMM2000E278";"Moto lourde";"1"
"423 799";"A";"2022";"Métropole";"N/A";"VT";"1"
"423 800";"A";"2022";"Métropole";"N/A";"VU";"11"
"423 801";"A";"2022";"Métropole";"N/A";"VU";"12"
"423 801";"B";"2022";"Métropole";"L3EKWAM20000201";"Moto lourde";"5"
"423 802";"A";"2022";"Métropole";"M10MN1VP013K173";"VT";"0"
"423 802";"B";"2022";"Métropole";"N/A";"Cyclo";"22"
"423 804";"A";"2022";"Métropole";"M10PGTVP000V331";"VT";"11"
"423 805";"A";"2022";"Métropole";"N/A";"VT";"3"
"423 807";"A";"2022";"Métropole";"N10CTRCT0179036";"VU";"7"
"423 808";"A";"2022";"Métropole";"MFT1002HB874";"VT";"22"
"423 808";"B";"2022";"Métropole";"M10RENVP0007191";"VT";"12"
